X,Y,OBJECTID,Objecttype,Type_fietsstalling,Ligging,Straatnaam,Huisnummer,Aanvulling,District,Postcode,Fietspomp,Objectcode,Aantal_plaatsen,Aantal_rijen,Latitude,Longitude
498113.113330821,6659842.7935177,525605,FIETSSTALLING,P_BEUGEL_GROEP,PARK,Parkweg,242-244,thv 242-244 in het rivierenhof,Deurne,2100,,FS_0007881,5,1,51.21741720924167,4.474626229254358
498120.765236809,6659841.86365411,525606,FIETSSTALLING,P_BEUGEL_GROEP,PARK,Parkweg,242-244,thv 242-244 in het rivierenhof,Deurne,2100,,FS_0007882,5,1,51.217411977132,4.474694967495375
497803.425093755,6659003.79652598,525607,FIETSSTALLING,P_BEUGEL_GROEP,PARK,Parkweg,,"pad, rivierenhof",Deurne,2100,,FS_0007883,5,1,51.212696141414966,4.471844252487674
496497.567202428,6660163.23092907,525608,FIETSSTALLING,BETH_GALI,VOETPAD,Maurice Dequeeckerplein,1,thv 1 districtshuis,Deurne,2100,,FS_0007885,10,1,51.21922019493409,4.460113531461002
496731.64674673,6657150.99265166,525609,FIETSSTALLING,P_BEUGEL_GROEP,PLEIN,Boekenberglei,43,to 43 middenplein,Deurne,2100,,FS_0007886,7,1,51.20226862890498,4.462216303784466
496123.729791989,6655725.86202438,525610,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Ruimtevaartlaan,39,to 39,Deurne,2100,,FS_0007887,5,1,51.194246439348895,4.456755292865273
496040.286844319,6655774.79530848,525611,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Ruimtevaartlaan,27,to 27 ingang speelterrein,Deurne,2100,,FS_0007888,5,1,51.19452191240215,4.456005712112833
491610.864111217,6670696.39508629,525612,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Oorderseweg,8,,Ekeren,2180,,FS_0007889,2,1,51.27844720580762,4.416215530703114
491756.703297952,6670478.15658809,525613,FIETSSTALLING,NIETJE_GROEP,PLEIN,Steenstraat,20,thv 20 oh pleintje,Ekeren,2180,,FS_0007890,3,1,51.27722084464942,4.41752562640779
492422.846784776,6670632.80001867,525614,FIETSSTALLING,RIK_GROEP,PARKEERZONE,Veltwijcklaan,76,to 76,Ekeren,2180,,FS_0007891,3,1,51.278089845471214,4.423509695164096
491906.418002632,6670830.81376179,525615,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Dorpstraat,32,,Ekeren,2180,,FS_0007892,8,1,51.27920253673409,4.418870536482505
492216.63224568,6671592.15219047,525616,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Bosstraat,6,to 6 hoek driehoekstraat,Ekeren,2180,,FS_0007893,11,1,51.28348044643217,4.421657238441321
493570.112352964,6671145.19752171,525617,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Biesheuvellaan,,onder brug,Ekeren,2180,,FS_0007894,3,1,51.28096908634112,4.433815757112569
493568.590549591,6671150.67561851,525618,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Biesheuvellaan,,onder brug,Ekeren,2180,,FS_0007895,3,1,51.28099986763984,4.433802086520275
493566.727508314,6671157.08131653,525619,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Biesheuvellaan,,onder brug,Ekeren,2180,,FS_0007896,3,1,51.2810358610821,4.433785350535735
493565.046606316,6671162.70368682,525620,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Biesheuvellaan,,onder brug,Ekeren,2180,,FS_0007897,3,1,51.281067453004006,4.433770250736176
493588.782548471,6671182.48278549,525621,FIETSSTALLING,NMBS_VAST_ENKELZIJDIG,VOETPAD,Biesheuvellaan,,onder brug,Ekeren,2180,,FS_0007898,6,1,51.281178590964934,4.4339834743323845
493724.823512999,6672907.30667902,525622,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Lodewijk Andersonstraat,,onder brug,Ekeren,2180,,FS_0007900,3,1,51.29086927299272,4.435205551109402
493723.805702836,6672913.09509613,525623,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Lodewijk Andersonstraat,,onder brug,Ekeren,2180,,FS_0007901,3,1,51.2909017909628,4.435196407965145
493724.309693273,6672910.32480757,525624,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Lodewijk Andersonstraat,,onder brug,Ekeren,2180,,FS_0007902,3,1,51.290886228134106,4.435200935388271
493623.038194757,6671151.23207493,525625,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Onze-Lieve-Vrouwstraat,,onder brug,Ekeren,2180,,FS_0007903,3,1,51.28100299435439,4.434291198038645
493621.251581573,6671156.5235876,525626,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Onze-Lieve-Vrouwstraat,,onder brug,Ekeren,2180,,FS_0007904,3,1,51.281032727219596,4.434275148619345
493625.129616009,6671144.24710565,525627,FIETSSTALLING,NMBS_VAST_ENKELZIJDIG,VOETPAD,Onze-Lieve-Vrouwstraat,,onder brug,Ekeren,2180,,FS_0007905,3,1,51.28096374597325,4.434309985595407
496573.507015777,6660006.72849283,525628,FIETSSTALLING,BETH_GALI,VOETPAD,Hooftvunderlei,2,"to 2, parking Unolaan",Deurne,2100,,FS_0007906,4,1,51.21833962101689,4.460795710411048
489719.77628415,6657912.77322928,525629,FIETSSTALLING,NIETJE_ENKEL,VOETPAD,Paleisstraat,71A,,Antwerpen,2018,,FS_0007908,1,1,51.20655618796418,4.399227599716447
489689.324026688,6657910.43558112,525630,FIETSSTALLING,NIETJE_ENKEL,VOETPAD,Paleisstraat,84,,Antwerpen,2018,,FS_0007909,1,1,51.20654303149922,4.3989540424333065
489960.130430998,6656856.00425051,525631,FIETSSTALLING,NIETJE_GROEP,PARKEERZONE,Van Trierstraat,13,,Antwerpen,2018,,FS_0007910,4,1,51.200608227087955,4.401386737753597
490142.582179528,6656931.96940576,525632,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Durletstraat,54,,Antwerpen,2018,,FS_0007911,4,1,51.2010358180344,4.403025729696786
481242.180401409,6682548.51940672,525633,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Dominicanenstraat,29,naast 29,Berendrecht_zandvliet_lillo,2040,,FS_0007914,2,1,51.34499942566408,4.323072060175897
481389.072963466,6682519.08619984,525634,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Cecilianenstraat,37,,Berendrecht_zandvliet_lillo,2040,,FS_0007915,8,1,51.34483427144927,4.324391618512089
481770.48264739,6682398.76825423,525635,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Pastoor Verlindenstraat,42,thv 42 ah pad achteraan,Berendrecht_zandvliet_lillo,2040,,FS_0007916,6,1,51.34415914290879,4.327817879997891
482496.701755992,6682457.2820925,525636,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Pootersstraat,10,op pad naast 10,Berendrecht_zandvliet_lillo,2040,,FS_0007917,2,1,51.34448747723576,4.334341617246659
482003.042328704,6682956.68460601,525637,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Tongerlostraat,182,naast bib viswater,Berendrecht_zandvliet_lillo,2040,,FS_0007918,8,1,51.3472896415221,4.329906999159834
481197.204644649,6682774.36535781,525638,FIETSSTALLING,RIK_GROEP,VOETPAD,Monnikenhofstraat,108,to 108 aan woonzorgcentrum,Berendrecht_zandvliet_lillo,2040,,FS_0007919,2,1,51.34626666195146,4.322668036078773
481219.086297708,6682762.4956313,525639,FIETSSTALLING,RIK_GROEP,VOETPAD,Monnikenhofstraat,108,achter het bushokje,Berendrecht_zandvliet_lillo,2040,,FS_0007921,2,1,51.346200061018195,4.32286460231262
481560.244886527,6684757.67373026,525640,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Bremstraat,1,aan basisschool,Berendrecht_zandvliet_lillo,2040,,FS_0253389,2,1,51.35739362893579,4.325929282059069
481546.071331504,6684797.70599464,525641,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Bremstraat,1,aan basisschool,Berendrecht_zandvliet_lillo,2040,,FS_0253390,2,1,51.357618194369586,4.325801958847993
483156.415107054,6683210.15312777,525642,FIETSSTALLING,RIK_GROEP,VOETPAD,Monnikenhofstraat,,kruising met hoefbladstraat,Berendrecht_zandvliet_lillo,2040,,FS_0007924,4,1,51.348711796365755,4.340267923110627
493589.411886707,6671174.85893441,525643,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Biesheuvellaan,,onder brug,Ekeren,2180,,FS_0007925,6,1,51.281135752883806,4.4339891277739465
493638.54980564,6671178.04674475,525644,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Onze-Lieve-Vrouwstraat,,onder brug,Ekeren,2180,,FS_0007927,3,1,51.281153665053594,4.43443054121002
493640.182728933,6671172.34617091,525645,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Onze-Lieve-Vrouwstraat,,onder brug,Ekeren,2180,,FS_0007928,3,1,51.28112163376838,4.43444521000954
493642.131534206,6671166.45960224,525646,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Onze-Lieve-Vrouwstraat,,onder brug,Ekeren,2180,,FS_0007929,3,1,51.281088557362565,4.434462716425164
493636.739972342,6671183.95239163,525647,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Onze-Lieve-Vrouwstraat,,onder brug,Ekeren,2180,,FS_0007930,3,1,51.281186848612066,4.434414283200887
493726.588680248,6672898.41529137,525648,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Lodewijk Andersonstraat,,onder brug,Ekeren,2180,,FS_0007931,3,1,51.29081932321689,4.435221407876591
493726.07502128,6672901.43341667,525649,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Lodewijk Andersonstraat,,onder brug,Ekeren,2180,,FS_0007932,3,1,51.290836278358455,4.435216793599572
493725.469685287,6672904.18475491,525650,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,VOETPAD,Lodewijk Andersonstraat,,onder brug,Ekeren,2180,,FS_0007933,3,1,51.290851734745544,4.435211355773827
492970.092870218,6659065.09783295,525651,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Bloemstraat,67,to 67,Borgerhout,2140,,FS_0007934,1,1,51.21304110258229,4.428425690391367
493576.825866315,6659441.61492561,525652,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Turnhoutsebaan,131,,Borgerhout,2140,,FS_0007936,1,1,51.21515982251579,4.433876065629103
493584.45177424,6659438.70030284,525653,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Turnhoutsebaan,133,,Borgerhout,2140,,FS_0007937,1,1,51.21514342185695,4.433944570325546
493713.711319044,6659414.50773813,525654,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Drink,4,to 4,Borgerhout,2140,,FS_0007938,6,1,51.21500728943476,4.4351057285727045
493733.232244701,6659397.50821328,525655,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Drink,2,thv 2 od hoek,Borgerhout,2140,,FS_0007939,7,2,51.21491163226295,4.435281088031482
494197.004544612,6659203.18873588,525656,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Prins Leopoldstraat,2,,Borgerhout,2140,,FS_0007941,1,1,51.213818172779206,4.439447225485096
494320.152364223,6659188.08115481,525657,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Turnhoutsebaan,296,,Borgerhout,2140,,FS_0007942,3,1,51.21373315948343,4.440553481170721
490174.879598022,6658905.30681499,525658,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Maarschalk Gérardstraat,30,,Antwerpen,2000,,FS_0007943,6,1,51.212141904334395,4.403315862343493
490218.016467676,6658905.63548602,525659,FIETSSTALLING,NIETJE_GROEP,PLEIN,Schermersstraat,,to Kapucinessenstraat,Antwerpen,2000,,FS_0007944,5,1,51.21214375389577,4.403703367436686
493036.488344469,6659921.62691164,525660,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kerkstraat,6,,Antwerpen,2060,,FS_0007945,3,1,51.21786078285346,4.429022131084527
493078.653512439,6659981.1507501,525661,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kerkstraat,39,,Antwerpen,2060,,FS_0007946,7,1,51.218195704128014,4.429400907232977
493231.278155061,6660071.79472203,525662,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kerkstraat,68,,Antwerpen,2060,,FS_0007947,3,1,51.21870572358917,4.430771957724984
493292.379685048,6660101.23637447,525663,FIETSSTALLING,NIETJE_GROEP,PLEIN,Kerkstraat,78,,Antwerpen,2060,,FS_0007948,2,1,51.21887137945354,4.431320842107688
493297.661560733,6660097.11321088,525664,FIETSSTALLING,NIETJE_GROEP,PLEIN,Kerkstraat,78,,Antwerpen,2060,,FS_0007949,2,1,51.218848180172415,4.4313682900042535
493356.107133672,6660104.9321188,525665,FIETSSTALLING,NIETJE_GROEP,PLEIN,Kerkstraat,84,to 84,Antwerpen,2060,,FS_0007950,2,1,51.218892173819036,4.431893315518856
493345.388634575,6660102.47386592,525666,FIETSSTALLING,NIETJE_GROEP,PLEIN,Kerkstraat,82,to 82,Antwerpen,2060,,FS_0007951,6,1,51.21887834228729,4.431797029603239
493295.83199068,6660122.58934835,525667,FIETSSTALLING,NIETJE_GROEP,PLEIN,Kerkstraat,87,to 87,Antwerpen,2060,,FS_0007952,7,1,51.218991523333784,4.4313518546968345
493863.418602402,6661654.49769946,525668,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Schijnpoortweg,28,,Antwerpen,2060,,FS_0007953,2,1,51.2276100860114,4.436450571980548
493814.180016554,6661683.3884351,525669,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Schijnpoortweg,36,,Antwerpen,2060,,FS_0007954,2,1,51.22777261065909,4.4360082542381924
489236.344206434,6654617.23509499,525670,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kruishofstraat,14,to 14 hoek jan van rijswijcklaan,Antwerpen,2020,,FS_0007955,4,1,51.18800491178223,4.394884855473987
489494.102010226,6650610.73167841,525671,FIETSSTALLING,RIK_GROEP,VOETPAD,Doornstraat,127-131,,Wilrijk,2610,,FS_0007956,6,1,51.16544140087835,4.397200333221462
488665.234770785,6648841.05952844,525672,FIETSSTALLING,RIK_GROEP,VOETPAD,Planetariumlaan,576,thv 576 to kernenergiestraat,Wilrijk,2610,,FS_0007957,4,1,51.155471584342784,4.389754492124504
488722.389782335,6648411.00968624,525673,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Edenplein,11-20,thv 11-20 sport en cultuurcentrum neerlandhof,Wilrijk,2610,,FS_0007958,3,1,51.15304848358809,4.390267924328898
488690.587432966,6648402.33717509,525674,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Edenplein,11-20,,Wilrijk,2610,,FS_0007959,2,1,51.152999617319225,4.389982238963806
488673.397021733,6648397.01236176,525675,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Edenplein,11-20,,Wilrijk,2610,,FS_0007960,2,1,51.15296961401595,4.389827814872297
488656.888416506,6648391.7851056,525676,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Edenplein,11-20,,Wilrijk,2610,,FS_0007961,2,1,51.15294016039135,4.389679515548349
488645.10227042,6648389.69286256,525677,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Edenplein,11-20,,Wilrijk,2610,,FS_0007962,2,1,51.15292837138261,4.38957363879665
488626.980825247,6648385.40593819,525678,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Edenplein,11-20,,Wilrijk,2610,,FS_0007963,2,1,51.15290421615416,4.389410851084957
488461.61893244,6648230.62666897,525679,FIETSSTALLING,RIK_GROEP,GROENZONE,Australiëlaan,3-5,to  3-5,Wilrijk,2610,,FS_0007964,2,1,51.152032083922876,4.387925379927762
487734.259480868,6648197.42518905,525680,FIETSSTALLING,RIK_GROEP,VOETPAD,Boomsesteenweg,967,aan overkant 967 thv atlas copco,Wilrijk,2610,,FS_0007965,2,1,51.15184500193679,4.381391398803803
488017.503330284,6650989.1432387,525681,FIETSSTALLING,NIETJE_GROEP,PLEIN,Berkenveldplein,51,to 51,Wilrijk,2610,,FS_0007966,4,1,51.167572981579006,4.383935821594435
492198.901785507,6652383.20893519,525682,FIETSSTALLING,RIK_GROEP,GROENZONE,Oosterveldlaan,60-62,speeltuin,Wilrijk,2610,,FS_0007970,4,1,51.17542486090316,4.421497963007641
492328.884692893,6652755.12000037,525683,FIETSSTALLING,RIK_GROEP,VOETPAD,Groenenborgerlaan,216,pius x kerk,Wilrijk,2610,,FS_0007971,4,1,51.17751937185533,4.422665619331433
492659.851039085,6652993.81751067,525684,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Keizershoevestraat,15,,Wilrijk,2610,,FS_0007972,4,1,51.17886360694793,4.425638740604568
489113.266475266,6652147.48666057,525685,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Jozef Kenneslei,2,,Wilrijk,2610,,FS_0007973,3,1,51.174097282203206,4.393779229403558
489224.301006979,6653563.76932199,525686,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Berkenlaan,43,to 43,Wilrijk,2610,,FS_0007974,5,1,51.182073156079866,4.394776669572586
489193.591235028,6653661.94457625,525687,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Eglantierlaan,97-99,,Wilrijk,2610,,FS_0007975,2,1,51.18262598429703,4.3945007989974325
488855.192699472,6651539.52592155,525688,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Koningin Elisabethstraat,9,sporthal de bist,Wilrijk,2610,,FS_0007976,10,1,51.17067309449411,4.391460913231295
488404.876910505,6651127.14282962,525689,FIETSSTALLING,HAAKBEUGEL_GROEP,VOETPAD,Pastoor Pauwelsplein,7,to 7 kerk sint-jan vianney,Wilrijk,2610,,FS_0007981,8,1,51.168350304524054,4.387415657672202
488703.138869872,6651055.87787519,525690,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Jozef Cuyversstraat,3,thv 3 hoek boekstraat,Wilrijk,2610,,FS_0007982,2,1,51.167948885518875,4.39009499043991
489165.651546686,6651765.96213133,525691,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Heistraat,38,,Wilrijk,2610,,FS_0007983,4,1,51.1719484698639,4.39424981250672
489230.609441124,6651581.8495659,525692,FIETSSTALLING,RIK_GROEP,VOETPAD,Heistraat,6,,Wilrijk,2610,,FS_0007984,2,1,51.17091148013278,4.3948333392007
489217.600855428,6651620.6716749,525693,FIETSSTALLING,RIK_GROEP,VOETPAD,Heistraat,14,,Wilrijk,2610,,FS_0007985,2,1,51.171130142479285,4.394716481087144
489070.237185476,6651786.36133791,525694,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Mastplein,101-102,,Wilrijk,2610,,FS_0007986,3,1,51.17206336426828,4.393392690716726
483854.368063683,6650549.81702761,525695,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Hoofdfrontweg,,in het fort aan de sporthal,Hoboken,2660,,FS_0007987,10,1,51.16509826131521,4.346537741195989
484623.219821419,6650920.70289066,525696,FIETSSTALLING,HAAKBEUGEL_GROEP,VOETPAD,Krijgsbaan,20,naast hoofdingang sportcomplex,Hoboken,2660,,FS_0007988,24,1,51.167187466497225,4.353444454047953
490384.351584829,6651656.00243371,525697,FIETSSTALLING,RIK_GROEP,VOETPAD,Vaderlandstraat,56,,Wilrijk,2610,,FS_0007989,3,1,51.1713291391809,4.405197581216929
490402.620451477,6651434.6123487,525698,FIETSSTALLING,RIK_GROEP,VOETPAD,Klaproosstraat,1,thv 1 hoek vaderlandstraat,Wilrijk,2610,,FS_0007990,2,1,51.1700821691536,4.405361693238263
490384.743373576,6651420.72358428,525699,FIETSSTALLING,RIK_GROEP,VOETPAD,Vaderlandstraat,86-88,,Wilrijk,2610,,FS_0007991,2,1,51.17000394016791,4.405201100715126
490260.722392153,6651035.53925385,525700,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Dokter Donnyplein,1,ingang kerkhof,Wilrijk,2610,,FS_0007992,3,1,51.167834322128186,4.404087001283488
490272.664297207,6651013.51685711,525701,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Dokter Donnyplein,1,thv 1 overzijde straat ingang kerkhof,Wilrijk,2610,,FS_0007993,3,1,51.167710274046186,4.404194277241803
488229.61101832,6657985.55618586,525702,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Van Der Sweepstraat,12,to 12 op parking,Antwerpen,2000,,FS_0007996,20,1,51.20696581420302,4.385841217374855
488461.829612493,6658382.97534335,525703,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Lakenstraat,18,od hoek,Antwerpen,2000,,FS_0007998,2,1,51.20920244548913,4.387927272498879
488983.85441364,6658984.17249853,525704,FIETSSTALLING,RIK_GROEP,VOETPAD,Waalsekaai,2,to 2 od hoek,Antwerpen,2000,,FS_0008002,4,1,51.21258571047594,4.392616701074477
489013.617313883,6658564.79820419,525705,FIETSSTALLING,NIETJE_GROEP,PARKEERZONE,Verlatstraat,14,,Antwerpen,2000,,FS_0008003,3,1,51.210225688325835,4.392884065756357
488698.140786792,6657801.02501985,525706,FIETSSTALLING,NIETJE_GROEP,PLEIN,Baron Dhanislaan,2,to 2 oh middenplein,Antwerpen,2000,,FS_0008004,4,1,51.205927256178704,4.39005009189569
488710.674082853,6657834.51930659,525707,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Emiel Banningstraat,,"hoek pacificatiestraat, Baron Dhanislaan",Antwerpen,2000,,FS_0008005,5,1,51.206115766781174,4.3901626804098095
488863.007056927,6658027.29231801,525708,FIETSSTALLING,NIETJE_GROEP,PARKEERZONE,Lambermontplaats,10-11,,Antwerpen,2000,,FS_0008006,3,1,51.20720070566682,4.39153111079867
489001.278161111,6658423.99090704,525709,FIETSSTALLING,RIK_GROEP,PARKEERZONE,Museumstraat,38,,Antwerpen,2000,,FS_0008007,10,1,51.209433270384494,4.392773221261076
489283.749373155,6658637.44941965,525710,FIETSSTALLING,RIK_DUBBEL,VOETPAD,Volkstraat,50,,Antwerpen,2000,,FS_0008008,1,1,51.21063454054354,4.395310703332105
489362.801664697,6658740.09848803,525711,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Volkstraat,34,,Antwerpen,2000,,FS_0008009,2,1,51.21121220258878,4.396020842149473
489139.401171921,6658985.78045668,525712,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Kloosterstraat,156-158,,Antwerpen,2000,,FS_0008010,2,1,51.212594759002,4.394014001378068
489142.859406828,6659203.97518216,525713,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Kloosterstraat,112-114,to 112-114,Antwerpen,2000,,FS_0008011,3,1,51.21382259826101,4.394045067230798
489144.999983526,6659321.41489398,525714,FIETSSTALLING,NIETJE_GROEP,PLEIN,Kloosterstraat,92,,Antwerpen,2000,,FS_0008012,7,2,51.214483448934935,4.394064296358445
489114.705836182,6659513.07903132,525715,FIETSSTALLING,NIETJE_GROEP,PARKEERZONE,Verbrande-Entrepotstraat,13,to 13 thv hoek arsenaalstraat,Antwerpen,2000,,FS_0008013,8,1,51.21556195108686,4.393792159402659
489130.073307929,6659649.59371243,525716,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Sint-Michielstraat,3,to 3,Antwerpen,2000,,FS_0008014,5,1,51.21633010952695,4.393930207750146
489391.196297834,6659842.38868646,525717,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Oever,27-29,,Antwerpen,2000,,FS_0008015,3,1,51.21741493135769,4.396275915478812
489407.433017399,6659809.28150072,525718,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Muntstraat,1,to 1,Antwerpen,2000,,FS_0008016,3,1,51.21722864513549,4.396421772412304
488468.369024674,6658392.06766571,525719,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Lakenstraat,7,od hoek,Antwerpen,2000,,FS_0008021,2,1,51.20925361480786,4.387986017037992
488721.075455578,6658701.45260074,525720,FIETSSTALLING,P_BEUGEL_GROEP,PLEIN,Leuvenstraat,32,thv 32 to museum,Antwerpen,2000,,FS_0008023,6,1,51.21099472204718,4.390256117530756
488965.301787468,6658853.45761433,525721,FIETSSTALLING,NIETJE_GROEP,PLEIN,Vlaamsekaai,11,to 11 middenplein aan speeltuin,Antwerpen,2000,,FS_0008024,6,1,51.21185012752538,4.392450039997969
488617.177077838,6658193.5112303,525722,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Verschansingstraat,63,od hoek,Antwerpen,2000,,FS_0008028,4,1,51.20813617585819,4.389322782523566
488645.011352183,6657804.59134653,525723,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Pacificatiestraat,22,,Antwerpen,2000,,FS_0008029,4,1,51.20594732800844,4.38957282206423
488682.487565011,6657787.63345432,525724,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Baron Dhanislaan,2,od hoek,Antwerpen,2000,,FS_0008030,2,1,51.20585188633019,4.389909476611973
488710.868362919,6657805.39459159,525725,FIETSSTALLING,NIETJE_GROEP,PLEIN,Baron Dhanislaan,1,to 1 oh middenplein,Antwerpen,2000,,FS_0008031,5,1,51.205951848792765,4.3901644256573364
488721.148188264,6657868.35529923,525726,FIETSSTALLING,RIK_GROEP,VOETPAD,Emiel Banningstraat,11,od hoek,Antwerpen,2000,,FS_0008032,2,1,51.20630619976955,4.390256770899591
488973.59822622,6658270.01480377,525727,FIETSSTALLING,HAAKBEUGEL_GROEP,PARKEERZONE,Leopold De Waelplaats,32-34,,Antwerpen,2000,,FS_0008033,20,1,51.208566727052116,4.392524568175316
489207.296639636,6658395.77591418,525728,FIETSSTALLING,HAAKBEUGEL_GROEP,PLEIN,Schildersstraat,3-7,to 3-7 op museumplein,Antwerpen,2000,,FS_0008034,58,1,51.2092744838875,4.394623916741776
489143.871748936,6658904.01039311,525729,FIETSSTALLING,RIK_GROEP,VOETPAD,Graaf Van Egmontstraat,1-5,hoek kloosterstraat,Antwerpen,2000,,FS_0008037,7,1,51.21213460885701,4.394054161254682
489180.659004401,6659459.38764953,525730,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Arsenaalstraat,18,od hoek,Antwerpen,2000,,FS_0008038,3,1,51.2152598299734,4.394384626793133
489143.679303998,6659639.97114513,525731,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Sint-Michielstraat,5,to 5,Antwerpen,2000,,FS_0008039,4,1,51.21627596444225,4.39405243249239
489315.658245553,6659802.96809744,525732,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Kloosterstraat,14,,Antwerpen,2000,,FS_0008040,1,1,51.217193121038434,4.395597345609846
489949.273436588,6658763.29955194,525733,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kasteelpleinstraat,11,op de hoek met Terninckstraat,Antwerpen,2000,,FS_0008042,4,1,51.211342766569324,4.4012892077134165
489928.976231335,6659250.52921643,525734,FIETSSTALLING,RIK_GROEP,VOETGANGERSZONE,Aalmoezenierstraat,70,,Antwerpen,2000,,FS_0008043,2,1,51.21408456585023,4.40110687481638
489834.194940734,6659264.36501992,525735,FIETSSTALLING,RIK_GROEP,VOETGANGERSZONE,Aalmoezenierstraat,50,,Antwerpen,2000,,FS_0008044,2,1,51.214162422018155,4.4002554399964255
489949.777289542,6659687.88327869,525736,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kammenstraat,62,,Antwerpen,2000,,FS_0008046,3,1,51.21654555990245,4.401293733901511
