X,Y,OBJECTID,Objecttype,Type_fietsstalling,Ligging,Straatnaam,Huisnummer,Aanvulling,District,Postcode,Fietspomp,Objectcode,Aantal_plaatsen,Aantal_rijen
491882.147955591,6667922.19460669,527878,FIETSSTALLING,BUISBEUGEL_GROEP,VOETGANGERSZONE,Ekersesteenweg,,onder de loopbrug,Antwerpen,2030,,FS_0253387,20,1
480154.469819372,6682754.23751723,527879,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Dorpstraat,,"naast bushokje, hoek prelatenstraat",Berendrecht_zandvliet_lillo,2040,,FS_0253388,2,1
481522.561557179,6684868.29058255,527880,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Bremstraat,,od hoek Putsebaan,Berendrecht_zandvliet_lillo,2040,,FS_0253391,2,1
481030.842233327,6682577.26755028,527881,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kleine Bredestraat,,,Berendrecht_zandvliet_lillo,2040,,FS_0253392,2,1
481103.148904855,6682649.5067082,527882,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kleine Bredestraat,90,,Berendrecht_zandvliet_lillo,2040,,FS_0253393,2,1
482892.621004179,6683378.13976229,527883,FIETSSTALLING,HAAKBEUGEL_ENKEL,VOETPAD,Krommeweg,,naast het bushokje,Berendrecht_zandvliet_lillo,2040,,FS_0253395,1,1
482890.609808988,6683365.36829124,527884,FIETSSTALLING,HAAKBEUGEL_GROEP,VOETPAD,Krommeweg,,naast het bushokje,Berendrecht_zandvliet_lillo,2040,,FS_0253396,2,1
480483.015240794,6685154.6961704,527885,FIETSSTALLING,NIETJE_GROEP,VOETPAD,'t Fabriekske,10-12,,Berendrecht_zandvliet_lillo,2040,,FS_0253397,4,1
481121.303568732,6684871.62373682,527886,FIETSSTALLING,NIETJE_ENKEL,VOETPAD,Putsebaan,73,naast het bushokje,Berendrecht_zandvliet_lillo,2040,,FS_0253398,1,1
481132.129512552,6684871.92720063,527887,FIETSSTALLING,NIETJE_ENKEL,VOETPAD,Putsebaan,73,naast het bushokje,Berendrecht_zandvliet_lillo,2040,,FS_0253399,1,1
487439.665930759,6653477.76983884,527888,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Dichtersstraat,79,,Wilrijk,2610,,FS_0253400,4,1
488560.220718915,6650453.70318523,527889,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Boeksveldstraat,41-43,ah pleintje,Wilrijk,2610,,FS_0253401,4,1
488621.248968358,6650252.34894573,527890,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Boeksveldstraat,87,,Wilrijk,2610,,FS_0253402,4,1
487670.814332118,6651179.39818737,527891,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Fort 7-straat,1,to 1,Wilrijk,2610,,FS_0253403,3,1
487362.244345808,6653839.60197272,527892,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Sportstraat,20,,Wilrijk,2610,,FS_0253404,5,1
488164.137329722,6653150.9186784,527893,FIETSSTALLING,NIETJE_GROEP,MIDDENBERM,Orchideeënstraat,1,to 1 od middenberm,Antwerpen,2610,,FS_0253405,4,1
490295.839001509,6651299.63110117,527894,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Alfons Wellensstraat,55,to 55,Wilrijk,2610,,FS_0253406,2,1
488838.342742288,6652146.59731801,527895,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Overwinningstraat,12,,Wilrijk,2610,,FS_0253407,3,1
494871.465895969,6663763.18376206,527896,FIETSSTALLING,NIETJE_GROEP,PLEIN,Borrewaterstraat,127,to 127 op pleintje,Merksem,2170,,FS_0253408,4,1
496468.09447487,6666323.73533091,527897,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Jos De Swertsstraat,1,rechts van de toegang ad kerk,Merksem,2170,,FS_0253409,3,1
494458.473218195,6664709.78840681,527898,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Terlindenhofstraat,80,,Merksem,2170,,FS_0253411,4,1
494463.12319106,6664720.19767383,527899,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Terlindenhofstraat,82,,Merksem,2170,,FS_0253412,4,1
496835.383206105,6666193.14731806,527900,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Van Praetlei,210,to 210,Merksem,2170,,FS_0253413,4,1
496829.930449861,6666184.73689761,527901,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Van Praetlei,208,to 208,Merksem,2170,,FS_0253414,4,1
494689.648929213,6663735.98051044,527902,FIETSSTALLING,NIETJE_ENKEL,VOETPAD,Minister Schollaertstraat,20-30,20-30,Merksem,2170,,FS_0253415,1,1
494018.242824646,6664260.74108427,527903,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Stella Marisstraat,2,,Merksem,2170,,FS_0253416,4,1
493983.220580882,6664386.96017581,527904,FIETSSTALLING,NIETJE_GROEP,PLEIN,Stella Marisstraat,2A,to 2A thv de ronde zitplaats,Merksem,2170,,FS_0253417,4,1
496028.440779812,6665949.67646832,527905,FIETSSTALLING,NIETJE_GROEP,PARKEERZONE,Rerum Novarumlaan,1,to 4,Merksem,2170,,FS_0253410,5,1
496337.438969526,6665787.6937787,527906,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Azalealei,112,thv 112 od hoek,Merksem,2170,,FS_0253418,3,1
484650.552494441,6652340.68586689,527907,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Oudestraat,74,to 74,Hoboken,2660,,FS_0253419,5,1
485633.644361794,6651951.99619542,527908,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Eikenlei,54,,Hoboken,2660,,FS_0253420,3,1
486673.106833075,6653359.12705049,527909,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Hollebeekstraat,34,,Hoboken,2660,,FS_0253421,4,1
486641.119097845,6653111.97777505,527910,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Hollebeekstraat,125,,Hoboken,2660,,FS_0253423,2,1
486635.513641224,6653127.0337449,527911,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Hollebeekstraat,90,,Hoboken,2660,,FS_0253422,2,1
485856.686122819,6652197.5180414,527912,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Jozef Cardijnstraat,3,"thv 3, hoek Heidestraat",Hoboken,2660,,FS_0253424,2,1
490989.989219947,6674925.95828647,527913,FIETSSTALLING,NIETJE_GROEP,GROENZONE,Weide,,"thv aansluiting met Leugenberg, Antwerpsesteenweg",Ekeren,2180,,FS_0253425,3,1
492960.185536475,6656690.21572948,527914,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Batkinstraat,17,,Berchem,2600,,FS_0253426,3,1
490363.417489635,6656295.04785246,527915,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Markgravelei,133,,Antwerpen,2018,,FS_0253427,3,1
488404.252468747,6654065.84052478,527916,FIETSSTALLING,NIETJE_GROEP,PARKEERZONE,Pieter Génardstraat,39,,Antwerpen,2020,,FS_0253428,4,1
493447.75021676,6660669.87306149,527917,FIETSSTALLING,NIETJE_GROEP,PARKEERZONE,Meetingstraat,13,,Antwerpen,2060,,FS_0253429,4,1
491930.12602589,6661743.95414723,527918,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Lange Dijkstraat,50,,Antwerpen,2060,,FS_0253430,2,1
491709.517446422,6661760.09229325,527919,FIETSSTALLING,NIETJE_GROEP,VOETPAD,De Pretstraat,18-20,,Antwerpen,2060,,FS_0253431,2,1
493606.882188018,6661076.29413251,527920,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Matigheidstraat,47,,Antwerpen,2060,,FS_0253432,2,1
490527.033242456,6660616.27303533,527921,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Keizerstraat,14,,Antwerpen,2000,,FS_0253433,12,2
491731.786460819,6659648.54564671,527922,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Appelmansstraat,33a,to 28,Antwerpen,2018,,FS_0253434,2,1
491738.44414997,6659683.0420159,527923,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Appelmansstraat,33a,to 20-22,Antwerpen,2018,,FS_0253435,2,1
489143.427084944,6658797.56673291,527924,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Graaf van Egmontstraat,18,,Antwerpen,2000,,FS_0253436,6,2
489650.141411832,6659383.74649758,527925,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Nationalestraat,83,,Antwerpen,2000,,FS_0253437,3,1
490447.540734687,6655045.28938028,527926,FIETSSTALLING,NIETJE_GROEP,MIDDENBERM,Gerard Le Grellelaan,,thv afrit snelweg,Antwerpen,2020,,FS_0253438,4,1
487355.837573523,6661269.91603003,527927,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Halewijnlaan,78,,Antwerpen,2050,,FS_0253439,4,1
492122.040679067,6664471.97994684,527928,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Noorderlaan,98,,Antwerpen,2030,,FS_0253440,4,1
485374.911863305,6653910.80255652,527929,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Meetjeslandstraat,2-4,,Hoboken,2660,,FS_0253441,4,1
496312.67171612,6669572.94399921,527930,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kapelsesteenweg,,voor het college,Ekeren,2180,,FS_0253442,4,1
496304.195841869,6669513.39454666,527931,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kapelsesteenweg,,voor het benzinestation,Ekeren,2180,,FS_0253444,4,1
494254.507774351,6674129.09940313,527932,FIETSSTALLING,P_BEUGEL_GROEP,VOETPAD,Antwerpsesteenweg,,"voor de supermarkt, naast Bushalte Valkenlaan",Ekeren,2180,,FS_0253445,5,1
494207.693138811,6674298.81704044,527933,FIETSSTALLING,P_BEUGEL_GROEP,VOETPAD,Antwerpsesteenweg,,"voor de supermarkt, naast Bushalte Valkenlaan",Ekeren,2180,,FS_0253446,10,1
495300.097345997,6671879.85660208,527934,FIETSSTALLING,HAAKBEUGEL_GROEP,VOETPAD,Kapelsesteenweg,,naast bushokje Louislei,Ekeren,2180,,FS_0253447,8,1
494129.653820601,6672021.61470413,527935,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Bist,56,,Ekeren,2180,,FS_0253448,3,1
494481.049460625,6672532.0027219,527936,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Bist,88a,,Ekeren,2180,,FS_0253450,8,1
493953.597410101,6671687.86578797,527937,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Bist,56,,Ekeren,2180,,FS_0253449,3,1
494689.804465551,6673178.22173754,527938,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kapelsesteenweg,555-557,,Ekeren,2180,,FS_0253451,3,1
493587.271161173,6671214.13565073,527939,FIETSSTALLING,NMBS_VAST_ENKELZIJDIG,VOETPAD,Veltwijcklaan,,naast station Ekeren,Ekeren,2180,,FS_0253452,12,1
494509.63138766,6673659.96895521,527940,FIETSSTALLING,BUISBEUGEL_GROEP,GROENZONE,Boskapellei,617,,Ekeren,2180,,FS_0253453,5,1
491782.265711849,6668738.93470789,527941,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Leen van Marckestraat,32,"naast 32, hoek Jef v Hoofstraat",Antwerpen,2030,,FS_0253454,2,1
491847.95334546,6670565.83498536,527942,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Markt,2-3,,Ekeren,2180,,FS_0253455,4,1
491909.179182275,6670506.96048549,527943,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Markt,8,,Ekeren,2180,,FS_0253456,8,1
491765.019516325,6670476.79882736,527944,FIETSSTALLING,NIETJE_GROEP,PLEIN,Markt,11,oh pleintje thv wachthuisje,Ekeren,2180,,FS_0253457,3,1
491746.64109549,6668966.11319152,527945,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Karel Candaelstraat,2,,Antwerpen,2030,,FS_0253458,4,1
491767.455692653,6668948.96301165,527946,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Jan Van Hoofstraat,4,,Antwerpen,2030,,FS_0253459,4,1
495065.868685434,6670900.79136814,527947,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Prinshoeveweg,98,,Ekeren,2180,,FS_0253460,5,1
492756.25615724,6672057.85351949,527948,FIETSSTALLING,NIETJE_GROEP,GROENZONE,Bund,17,to 17,Ekeren,2180,,FS_0253461,3,1
492202.464707326,6670730.65664902,527949,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Germinalstraat,19,to 19,Ekeren,2180,,FS_0253462,3,1
492114.277387496,6671326.39986218,527950,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Blarenstraat,76,,Ekeren,2180,,FS_0253463,3,1
492097.883744448,6671157.44487158,527951,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Geestenspoor,1,,Ekeren,2180,,FS_0253464,5,1
491872.656799413,6670667.25401241,527952,FIETSSTALLING,NIETJE_GROEP,PLEIN,Dorpstraat,8,to 8 oh plein,Ekeren,2180,,FS_0253465,6,1
491877.520619855,6670681.63980766,527953,FIETSSTALLING,NIETJE_GROEP,PLEIN,Dorpstraat,10,to 10 oh plein,Ekeren,2180,,FS_0253466,6,1
491784.001429677,6671285.60941048,527954,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kloosterstraat,77,,Ekeren,2180,,FS_0253468,3,1
491802.525844547,6671214.70840745,527955,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kloosterstraat,56,,Ekeren,2180,,FS_0253471,3,1
491812.829722629,6671219.28838071,527956,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kloosterstraat,61,,Ekeren,2180,,FS_0253472,3,1
491859.38664499,6671103.47287467,527957,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kloosterstraat,37,,Ekeren,2180,,FS_0253473,3,1
491865.103014368,6671065.90226706,527958,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kloosterstraat,28,,Ekeren,2180,,FS_0253474,3,1
491901.624566355,6670946.74262047,527959,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kloosterstraat,4-6,,Ekeren,2180,,FS_0253475,3,1
491916.281873218,6670898.28984009,527960,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Dorpstraat,50,,Ekeren,2180,,FS_0253476,3,1
491575.969167331,6671712.31192836,527961,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kloosterstraat,151,,Ekeren,2180,,FS_0253477,3,1
491562.920727471,6671705.80213825,527962,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kloosterstraat,84,,Ekeren,2180,,FS_0253478,3,1
491724.504677745,6671392.8632179,527963,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kloosterstraat,77,,Ekeren,2180,,FS_0253469,3,1
491741.464814593,6671383.50466706,527964,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kloosterstraat,89-93,,Ekeren,2180,,FS_0253470,3,1
491645.276361294,6671550.43196714,527965,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kloosterstraat,84,,Ekeren,2180,,FS_0253467,3,1
492001.730305225,6670591.32657926,527966,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Markt,8,,Ekeren,2180,,FS_0253479,8,1
492173.22947046,6670770.85223741,527967,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Germinalstraat,21,thv 21 einde vd doodlopende straat,Ekeren,2180,,FS_0253480,6,1
492246.298432569,6670650.61213974,527968,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Germinalstraat,5,to 5,Ekeren,2180,,FS_0253481,3,1
492240.29158267,6670632.46107619,527969,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Germinalstraat,5,thv 5,Ekeren,2180,,FS_0253482,4,1
492056.025166132,6670763.81127819,527970,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Jozef De Weerdtstraat,16,,Ekeren,2180,,FS_0253483,3,1
490795.078694508,6673032.72520598,527971,FIETSSTALLING,NIETJE_GROEP,PLEIN,Marconistraat,18,to 18,Ekeren,2180,,FS_0253484,5,1
494377.62735567,6659553.73308922,527972,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Reuzenstraat,41,"to 41, 2 fietsopberging kooien",Borgerhout,2140,,FS_0253485,4,2
495499.260742173,6658932.94955867,527973,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Jozef Posenaerstraat,37,,Borgerhout,2140,,FS_0253486,2,1
495340.123644762,6656330.43454498,527974,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Lodewijk Van Berckenlaan,344,od hoek,Borgerhout,2140,,FS_0253487,4,1
495381.742171787,6657359.42929108,527975,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Karel De Preterlei,116,to 116,Borgerhout,2140,,FS_0253488,6,1
495371.727131356,6657678.9752125,527976,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Karel De Preterlei,11-13,,Borgerhout,2140,,FS_0253489,4,1
495490.006004151,6658791.02222645,527977,FIETSSTALLING,RIK_DUBBEL,VOETPAD,Stenenbrug,115b,,Borgerhout,2140,,FS_0253490,1,1
494786.968023154,6657298.72249122,527978,FIETSSTALLING,P_BEUGEL_ENKEL,VOETPAD,Wapenstilstandlaan,258,fietsenberging kooi,Berchem,2600,,FS_0253491,1,1
495358.680833636,6659096.39839335,527979,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Collegelaan,28,,Borgerhout,2140,,FS_0253492,3,1
495784.604663011,6656432.19172846,527980,FIETSSTALLING,BUISBEUGEL_GROEP,VOETGANGERSZONE,Vosstraat,3-5,to 3-5,Borgerhout,2140,,FS_0253493,3,1
495748.16014946,6656413.51786727,527981,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Vosstraat,11,to 11,Borgerhout,2140,,FS_0253494,6,1
495737.803154478,6656479.98247739,527982,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Gitschotellei,,hoek Vosstraat,Borgerhout,2140,,FS_0253495,3,1
495312.068468546,6657960.40164742,527983,FIETSSTALLING,NIETJE_GROEP,PARKEERZONE,Dokter Van de Perrelei ,114,,Borgerhout,2140,,FS_0253496,2,1
495257.016268021,6658224.80125137,527984,FIETSSTALLING,NIETJE_GROEP,PARKEERZONE,Dokter Van de Perrelei ,68,,Borgerhout,2140,,FS_0253497,2,1
495664.811955456,6656527.13124922,527985,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Gitschotellei,345,,Borgerhout,2140,,FS_0253498,3,1
495583.413265785,6656582.51931279,527986,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Gitschotellei,333,,Borgerhout,2140,,FS_0253499,3,1
495698.860368214,6659142.94427397,527987,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Collegelaan,87-89,to 87-89,Borgerhout,2140,,FS_0253500,4,1
495097.031627558,6658716.70489518,527988,FIETSSTALLING,NIETJE_GROEP,SPEELTERREIN,Joe Englishstraat,,begin vh speelterrein,Borgerhout,2140,,FS_0253501,6,1
493566.625541953,6659252.30394998,527989,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Eliaertsstraat,29,,Borgerhout,2140,,FS_0253502,4,1
493589.529376966,6659166.96641988,527990,FIETSSTALLING,NIETJE_GROEP,PLEIN,Moorkensplein,4-5,to 4-5,Borgerhout,2140,,FS_0253503,12,1
493599.687148133,6659213.86863187,527991,FIETSSTALLING,NIETJE_GROEP,PLEIN,Moorkensplein,12-13,,Borgerhout,2140,,FS_0253504,8,1
493505.259551095,6659243.03043309,527992,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Zonstraat,98,,Borgerhout,2140,,FS_0253505,4,1
493363.627196596,6659160.2972852,527993,FIETSSTALLING,RIK_GROEP,PARKEERZONE,Oedenkovenstraat,47-49,,Borgerhout,2140,,FS_0253506,4,1
495018.579525105,6656848.97679151,527994,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Gitschotellei,244,,Borgerhout,2140,,FS_0253507,3,1
493977.067300154,6659400.29269004,527995,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Jaak De Braeckeleerstraat,18,to 18,Borgerhout,2140,,FS_0253508,2,1
494781.194662124,6659263.66134277,527996,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Stenenbrug,38,,Borgerhout,2140,,FS_0253509,4,1
494824.85240562,6659155.37093312,527997,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Engelselei,256,to 256,Borgerhout,2140,,FS_0253510,3,1
494825.820645575,6659120.22662953,527998,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Engelselei,254,,Borgerhout,2140,,FS_0253511,3,1
494811.42127024,6659083.45387182,527999,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Engelselei,251-252,,Borgerhout,2140,,FS_0253512,3,1
494794.898230618,6659115.37754211,528000,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Hogeweg,98,to 98,Borgerhout,2140,,FS_0253513,3,1
494229.149869353,6659406.33911578,528001,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kattenberg,138,,Borgerhout,2140,,FS_0253514,3,1
494242.579383532,6659399.66959998,528002,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Bothastraat,27,,Borgerhout,2140,,FS_0253515,2,1
494270.550371091,6659339.42662508,528003,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Sint-Mattheusstraat,59,,Borgerhout,2140,,FS_0253516,3,1
495170.622369385,6657186.80348495,528004,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Van Hersteenstraat,25,thv 31 od hoek,Borgerhout,2140,,FS_0253517,2,1
495519.492012603,6658287.59068352,528005,FIETSSTALLING,NIETJE_GROEP,PARKEERZONE,Weversfabriekstraat,5,to 5,Borgerhout,2140,,FS_0253518,4,1
494294.732913457,6658900.32367474,528006,FIETSSTALLING,BUISBEUGEL_GROEP,PARKEERZONE,Godtsstraat,2,,Borgerhout,2140,,FS_0253519,2,1
495623.646964909,6657864.05887368,528007,FIETSSTALLING,NIETJE_GROEP,PARKEERZONE,Te Boelaarlei,93-95,to 93-95,Borgerhout,2140,,FS_0253520,3,1
494333.809089987,6659051.22620291,528008,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Appelstraat,23,,Borgerhout,2140,,FS_0253521,4,1
493601.313359589,6658620.27393867,528009,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Betogingstraat,9,,Borgerhout,2140,,FS_0253522,3,1
494473.978765225,6660483.31967842,528010,FIETSSTALLING,NIETJE_GROEP,PARKEERZONE,Goedendagstraat,50,,Borgerhout,2140,,FS_0253523,4,1
493443.626180674,6659585.19963337,528011,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Laar,5-6,to 5-6,Borgerhout,2140,,FS_0253526,3,1
493459.056953948,6659588.35601916,528012,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Laar,72,,Borgerhout,2140,,FS_0253527,3,1
494314.552761263,6660147.66682417,528013,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Ranststraat,28,,Borgerhout,2140,,FS_0253528,3,1
495674.684621814,6658587.74205906,528014,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Herentalsebaan,2,"thv 2, hoek L Lippenslaan",Borgerhout,2140,,FS_0253529,5,1
493812.804580689,6659645.00070175,528015,FIETSSTALLING,NIETJE_GROEP,PARKEERZONE,Toekomststraat,26,,Borgerhout,2140,,FS_0253530,3,1
495617.175408848,6658431.61445817,528016,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Te Boelaarlei,46,,Borgerhout,2140,,FS_0253531,3,1
495663.653686759,6658532.51069342,528017,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Luitenant Lippenslaan,9,,Borgerhout,2140,,FS_0253532,4,1
494448.655466916,6660378.95511309,528018,FIETSSTALLING,NIETJE_GROEP,PARKEERZONE,Kwekerijstraat,59,,Borgerhout,2140,,FS_0252635,8,1
493352.26116504,6658781.17059685,528019,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Bleekhofstraat,115-117,,Borgerhout,2140,,FS_0253533,2,1
494608.538091631,6659219.04598654,528020,FIETSSTALLING,RIK_GROEP,VOETPAD,Zegelstraat,13,,Borgerhout,2140,,FS_0253534,8,1
494610.684488531,6659205.30845007,528021,FIETSSTALLING,NIETJE_GROEP,PARKEERZONE,Zegelstraat,15,,Borgerhout,2140,,FS_0253535,3,1
494380.632036506,6659160.22176822,528022,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Hogeweg,2,,Borgerhout,2140,,FS_0253536,2,1
493043.183739799,6658682.33504376,528023,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kroonstraat,181,od hoek,Borgerhout,2140,,FS_0253538,4,1
493020.15016646,6658656.99818248,528024,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Marinisstraat,198,od hoek,Borgerhout,2140,,FS_0253539,4,1
493873.3423459,6659797.79245606,528025,FIETSSTALLING,NMBS_LOS_DUBBELZIJDIG,PARKEERZONE,Generaal Eisenhowerlei,45-47,,Borgerhout,2140,,FS_0253540,3,1
494053.094504474,6659619.24757851,528026,FIETSSTALLING,NIETJE_GROEP,PLEIN,Vinçottestraat,30,,Borgerhout,2140,,FS_0253541,10,1
494229.771841224,6659691.93500305,528027,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Generaal De Wetstraat,16,,Borgerhout,2140,,FS_0253542,6,1
493876.593956744,6660186.48601104,528028,FIETSSTALLING,NIETJE_GROEP,PARKEERZONE,Kistemaeckersstraat,29,,Borgerhout,2140,,FS_0253543,3,1
493997.269019039,6660136.75186572,528029,FIETSSTALLING,NMBS_LOS_DUBBELZIJDIG,PARKEERZONE,Van Montfortstraat,36,,Borgerhout,2140,,FS_0253544,6,1
493995.109561706,6660126.60979022,528030,FIETSSTALLING,NMBS_LOS_DUBBELZIJDIG,PARKEERZONE,Van Montfortstraat,32-34,,Borgerhout,2140,,FS_0253545,6,1
494462.666395429,6659588.2126427,528031,FIETSSTALLING,NIETJE_ENKEL,PARKEERZONE,Mertensstraat,73,to 73,Borgerhout,2140,,FS_0253546,1,1
494472.866472048,6659577.99785756,528032,FIETSSTALLING,NIETJE_GROEP,PLEIN,Mertensstraat,73,"to 73, od hoek vh plein",Borgerhout,2140,,FS_0253547,5,1
493095.404518391,6658921.85830058,528033,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Langstraat,2,,Borgerhout,2140,,FS_0253548,3,1
493073.745352481,6658905.17351717,528034,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kroonstraat,154-158,,Borgerhout,2140,,FS_0253549,3,1
493078.147004557,6658934.63572547,528035,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kroonstraat,138-140,,Borgerhout,2140,,FS_0253550,6,1
495358.870046085,6657589.65270372,528036,FIETSSTALLING,RIK_GROEP,VOETPAD,Karel De Preterlei,38,,Borgerhout,2140,,FS_0253551,3,1
493696.219910371,6658866.69191374,528037,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Maréestraat,47,,Borgerhout,2140,,FS_0253552,2,1
493127.327543158,6659329.64574859,528038,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kroonstraat,60,,Borgerhout,2140,,FS_0007843,3,1
493111.718021262,6659313.44031045,528039,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Ketsstraat,62,,Borgerhout,2140,,FS_0253553,3,1
494463.390588865,6659724.30769392,528040,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Gijselsstraat,91-93,,Borgerhout,2140,,FS_0253554,3,1
494326.841155099,6659843.26888733,528041,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Gijselsstraat,53,,Borgerhout,2140,,FS_0253555,4,1
