X,Y,OBJECTID,Objecttype,Type_fietsstalling,Ligging,Straatnaam,Huisnummer,Aanvulling,District,Postcode,Fietspomp,Objectcode,Aantal_plaatsen,Aantal_rijen
488240.902968981,6660636.66627704,525319,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Frederik Van Eedenplein,10,,Antwerpen,2050,,FS_0254055,4,1
488237.329681555,6660521.82943373,525320,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Frederik Van Eedenplein,14,,Antwerpen,2050,,FS_0254056,4,1
488282.687352296,6660486.13750303,525321,FIETSSTALLING,HAAKBEUGEL_GROEP,PLEIN,Frederik Van Eedenplein,16,"to 16, plein Naast ingang metro",Antwerpen,2050,,FS_0254057,40,4
488272.343156436,6660889.03692284,525322,FIETSSTALLING,NIETJE_GROEP,MIDDENBERM,Frederik Van Eedenplein,4,to 4,Antwerpen,2050,,FS_0254058,4,1
488235.190276296,6660450.64377009,525323,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Frederik Van Eedenplein,18,,Antwerpen,2050,,FS_0254059,4,1
489026.830960471,6662960.92645422,525324,FIETSSTALLING,BETH_GALI,VOETGANGERSZONE,Wandeldijk,40,naast zwembad,Antwerpen,2050,,FS_0254060,60,3
488266.015903373,6657802.11126703,525325,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Nicole Van Goethempad,17,ingang thv supermarkt Colruyt,Antwerpen,2000,,FS_0254061,6,1
488261.632632639,6657777.39723402,525326,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Nicole Van Goethempad,17,fietsstaling opgesteld rechts ingang thv supermarkt Colruyt,Antwerpen,2000,,FS_0254062,2,1
488619.345429411,6662984.6725244,525327,FIETSSTALLING,NIETJE_GROEP,PARK,Kastanjedreef,22,to 22 ingang park,Antwerpen,2050,,FS_0254063,3,1
488969.632821113,6662754.60883729,525328,FIETSSTALLING,NIETJE_GROEP,PARK,Thonetlaan,,ingang skatepark ,Antwerpen,2050,,FS_0254064,4,1
487799.793662027,6657657.28877321,525329,FIETSSTALLING,NIETJE_GROEP,PLEIN,Michel De Braeystraat,55,,Antwerpen,2000,,FS_0254065,4,1
487793.024198566,6657670.81762695,525330,FIETSSTALLING,NIETJE_GROEP,PLEIN,Michel De Braeystraat,55,op kruispunt met Jos Smolderenstraat,Antwerpen,2000,,FS_0254066,4,1
488524.113836489,6658709.16078082,525331,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Cockerillkaai,29,to 29,Antwerpen,2000,,FS_0254067,8,1
488783.950044985,6659129.12255568,525332,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Cockerillkaai,1,to 1,Antwerpen,2000,,FS_0254068,6,1
489363.430901219,6658531.88203198,525333,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Karel Rogierstraat,14,,Antwerpen,2000,,FS_0254069,4,1
488016.040917043,6662080.54167382,525334,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Willem Van Haechtlaan,60,,Antwerpen,2050,,FS_0254070,4,1
488204.900943771,6662077.34757448,525335,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Willem Van Haechtlaan,66,,Antwerpen,2050,,FS_0254071,5,1
487348.902868508,6661031.20124156,525336,FIETSSTALLING,RIK_WAAIER,VOETPAD,Halewijnlaan,86,,Antwerpen,2050,,FS_0254072,1,1
488080.076363836,6662079.93377913,525337,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Willem Van Haechtlaan,66,,Antwerpen,2050,,FS_0254073,6,1
489981.650576532,6659169.35563928,525338,FIETSSTALLING,NIETJE_ENKEL,VOETPAD,Begijnenstraat,24,,Antwerpen,2000,,FS_0254075,1,1
487714.738012835,6661028.47960905,525339,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Ernest Claesstraat,1,,Antwerpen,2050,,FS_0254084,3,1
487748.38735536,6661045.30053847,525340,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Ernest Claesstraat,2-4,,Antwerpen,2050,,FS_0254085,6,1
487845.394834121,6661152.45114141,525341,FIETSSTALLING,NIETJE_GROEP,PLEIN,Louis Paul Boonstraat,22,,Antwerpen,2050,,FS_0254086,5,1
487799.631278145,6661240.60116158,525342,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Ernest Claesstraat,12,To 12,Antwerpen,2050,,FS_0254087,6,1
487912.348322461,6661185.45523865,525343,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Louis Paul Boonstraat,12,,Antwerpen,2050,,FS_0254088,20,1
488011.595450021,6661208.82464336,525344,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Louis Paul Boonstraat,41,"ah pad, Elegastplein",Antwerpen,2050,,FS_0254089,16,1
488003.319362882,6661232.29445605,525345,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Louis Paul Boonstraat,41,"ah pad, Elegastplein",Antwerpen,2050,,FS_0254090,2,1
487618.960306938,6661257.07565884,525346,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Willem Elsschotstraat,5,In beton aan pad  ingang bibliotheek,Antwerpen,2050,,FS_0254083,4,1
487692.961844393,6661184.98769039,525347,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Louis Paul Boonstraat,5,,Antwerpen,2050,,FS_0254076,12,1
487717.299614266,6661149.76668839,525348,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Ernest Claesstraat,3,,Antwerpen,2050,,FS_0254077,6,1
487810.923960173,6661170.63533925,525349,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Louis Paul Boonstraat,20,,Antwerpen,2050,,FS_0254078,9,1
487811.444875857,6661260.31931517,525350,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Ernest Claesstraat,12-14,,Antwerpen,2050,,FS_0254079,6,1
487951.077250119,6661017.97414431,525351,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Carel Van Manderstraat,2,,Antwerpen,2050,,FS_0254080,4,1
487951.549467152,6661134.76553288,525352,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Carel Van Manderstraat,4,,Antwerpen,2050,,FS_0254081,4,1
488144.566252639,6661231.3948521,525353,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Louis Paul Boonstraat,43,,Antwerpen,2050,,FS_0254082,20,1
490032.643055601,6659329.08267722,525354,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Bredestraat,28,,Antwerpen,2000,,FS_0254091,2,1
490048.782524846,6659442.63461401,525355,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Bredestraat,2,,Antwerpen,2000,,FS_0254092,3,1
492608.275680909,6654490.28275151,525356,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Marie-Josélaan,31,Rechts van pand nummer31,Berchem,2600,,FS_0254093,2,1
492609.066302922,6654476.08826566,525357,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Marie-Josélaan,31,Linkerkant pand,Berchem,2600,,FS_0254094,2,1
492613.606323012,6654462.44071414,525358,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Marie-Josélaan,35,Rechterkant van het pand,Berchem,2600,,FS_0254095,1,1
492475.241757909,6655055.33585916,525359,FIETSSTALLING,NIETJE_ENKEL,VOETPAD,Grotesteenweg,227,Op de hoek met de Sint Elisabethzaal,Berchem,2600,,FS_0254096,1,1
490082.856780724,6659430.44150529,525360,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Vleminckveld,6,od hoek,Antwerpen,2000,,FS_0254097,9,1
492610.488922853,6654501.38795144,525361,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Marie-Josélaan,24,Tegenover nr 24,Berchem,2600,,FS_0254098,1,1
492617.001902826,6654450.50605385,525362,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Marie-Josélaan,35,Midden van het pand,Berchem,2600,,FS_0254099,2,1
490393.495587281,6662650.60067702,525363,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kattendijkdok-Westkaai,71,,Antwerpen,2000,,FS_0254100,8,1
490243.312300981,6662479.65952337,525364,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Braziliëstraat,22,,Antwerpen,2000,,FS_0254101,4,1
490885.039856603,6662577.16286082,525365,FIETSSTALLING,NIETJE_GROEP,PLEIN,Schengenplein,50,,Antwerpen,2000,,FS_0254102,8,2
491084.967555995,6662681.55849065,525366,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Cadixstraat,41,,Antwerpen,2000,,FS_0254103,4,1
491162.093651331,6662681.05283619,525367,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Cadixstraat,47,,Antwerpen,2000,,FS_0254104,5,1
491271.150675482,6661505.02537854,525368,FIETSSTALLING,NIETJE_GROEP,PARKEERZONE,Zwedenstraat,5,"to 5

",Antwerpen,2000,,FS_0254105,4,1
491349.73691769,6661454.18674941,525369,FIETSSTALLING,NIETJE_GROEP,PLEIN,Tunnelplaats,,plein thv Noordse kerk,Antwerpen,2000,,FS_0254106,4,1
487778.927910254,6660318.90156426,525370,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Waterhoenlaan,12,,Antwerpen,2050,,FS_0254107,8,1
489810.049843575,6660957.60913699,525371,FIETSSTALLING,BUISBEUGEL_GROEP,PLEIN,Veemarkt,19,to 19,Antwerpen,2000,,FS_0254108,3,1
488299.385142182,6660276.49150347,525372,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Beatrijslaan,4,,Antwerpen,2050,,FS_0254109,8,1
488259.778700422,6660165.84166773,525373,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Beatrijslaan,18-20,,Antwerpen,2050,,FS_0254110,8,1
487731.143774792,6660119.17900473,525374,FIETSSTALLING,RIK_DUBBEL,VOETPAD,Hanegraefstraat,2,to 2,Antwerpen,2050,,FS_0254111,1,1
489854.186906111,6660875.49056786,525375,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Korte Doornikstraat,6,,Antwerpen,2000,,FS_0254112,2,1
487527.45051554,6661264.12060144,525376,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Willem Elsschotstraat,5,Ingang politiekantoor ,Antwerpen,2050,,FS_0254113,4,1
489581.171306072,6660693.2797433,525377,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Willem Ogierplaats,1,,Antwerpen,2000,,FS_0254114,7,1
489931.715331552,6660747.64426289,525378,FIETSSTALLING,RIK_ENKEL,VOETPAD,Hofstraat,13,to 13,Antwerpen,2000,,FS_0254115,1,1
487727.627206062,6660079.64655243,525379,FIETSSTALLING,NIETJE_GROEP,GROENZONE,Hanegraefstraat,4,to 4 ad kerk,Antwerpen,2050,,FS_0254116,6,1
487772.754730135,6660070.76878264,525380,FIETSSTALLING,NIETJE_GROEP,GROENZONE,Gaston Burssenslaan,14,to 21 rechts naast ingangn kerk,Antwerpen,2050,,FS_0254117,2,1
490030.854584953,6660902.7298282,525381,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Zwartzustersstraat,36,to 36,Antwerpen,2000,,FS_0254118,3,1
490000.245566131,6660938.32198149,525382,FIETSSTALLING,RIK_GROEP,PLEIN,Prior Peltiersplaats,23,naast 23,Antwerpen,2000,,FS_0254119,2,1
489690.499539689,6660710.30174196,525383,FIETSSTALLING,RIK_DUBBEL,WOONERF,Kuipersstraat,13,,Antwerpen,2000,,FS_0254120,1,1
491188.6944614,6660646.69567649,525384,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Pieter Van Hobokenstraat,9,,Antwerpen,2000,,FS_0254121,2,1
491068.455548459,6661185.48341613,525385,FIETSSTALLING,BUISBEUGEL_GROEP,VOETPAD,Paardenmarkt,66,,Antwerpen,2000,,FS_0254122,3,1
491164.011045131,6661088.21817456,525386,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kleine Kauwenberg,12,to 12 onder de luifel,Antwerpen,2000,,FS_0254123,13,1
491129.312620028,6660985.59440243,525387,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Kleine Kauwenberg,30,30,Antwerpen,2000,,FS_0254124,18,1
491197.494865797,6660488.13985864,525388,FIETSSTALLING,NIETJE_GROEP,PLEIN,Frans Halsplein,6,,Antwerpen,2000,,FS_0254125,12,1
486260.603077714,6660222.60742997,525389,FIETSSTALLING,NIETJE_GROEP,PLEIN,Blancefloerlaan,183,thv ingang sporthall,Antwerpen,2050,,FS_0254126,7,1
486231.176921304,6660344.01741091,525390,FIETSSTALLING,NIETJE_GROEP,MIDDENBERM,Blancefloerlaan,,thv tramhalte Sporthal,Antwerpen,2050,,FS_0254127,5,1
491562.443114762,6659920.63013148,525391,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,De Keyserlei,2,,Antwerpen,2018,,FS_0254128,8,1
491550.207685191,6660208.1896731,525392,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Frankrijklei,2,,Antwerpen,2000,,FS_0254129,9,1
485830.585562319,6657923.06494534,525393,FIETSSTALLING,NMBS_LOS_DUBBELZIJDIG,VOETPAD,Beatrijslaan,,ad bushalte,Antwerpen,2050,,FS_0254130,5,1
490948.353686918,6660055.3504319,525394,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Eikenstraat,8,,Antwerpen,2000,,FS_0254131,9,1
487348.729229329,6659841.71183641,525395,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Galgenweellaan,29,to 29,Antwerpen,2050,,FS_0254132,16,1
491859.502604348,6662359.94274608,525396,FIETSSTALLING,NIETJE_GROEP,PARK,Kempenstraat,,thv skatepark antwerpen noord,Antwerpen,2030,,FS_0254133,6,1
492517.661765802,6662680.58606553,525397,FIETSSTALLING,NIETJE_GROEP,WOONERF,Chocoladegang,13,,Antwerpen,2060,,FS_0254134,2,1
486214.345135158,6660026.57989857,525398,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Hugues C. Pernathlaan,,Hoek Cornellielaan,Antwerpen,2050,,FS_0254135,5,1
486075.192081332,6659867.16320893,525399,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Frédéric Bruynseelslaan,25,,Antwerpen,2050,,FS_0254802,8,1
486250.786088716,6659956.00602393,525400,FIETSSTALLING,NIETJE_GROEP,SPEELTERREIN,Hugues C. Pernathlaan,36,to 36,Antwerpen,2050,,FS_0254137,4,1
486210.961230109,6660156.01941228,525401,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Hugues C. Pernathlaan,10,,Antwerpen,2050,,FS_0254138,3,1
486224.986219455,6659974.84615941,525402,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Hugues C. Pernathlaan,34,Naast 34,Antwerpen,2050,,FS_0254139,3,1
486238.792747663,6660069.00264736,525403,FIETSSTALLING,NIETJE_GROEP,SPEELTERREIN,Hugues C. Pernathlaan,22,to 22,Antwerpen,2050,,FS_0254140,4,1
485794.993063655,6660184.37349583,525404,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Liane Bruylantlaan,2,,Antwerpen,2050,,FS_0254141,2,1
485593.67141921,6660307.90973416,525405,FIETSSTALLING,P_BEUGEL_GROEP,MIDDENBERM,Blancefloerlaan,,Aan keerpunt tram,Antwerpen,2050,,FS_0254142,60,10
485762.844690885,6660271.24162319,525406,FIETSSTALLING,NMBS_LOS_ENKELZIJDIG,VOETPAD,Blancefloerlaan,359,,Antwerpen,2050,,FS_0254143,6,1
485784.405726759,6660273.34632782,525407,FIETSSTALLING,NMBS_LOS_ENKELZIJDIG,VOETPAD,Blancefloerlaan,357,,Antwerpen,2050,,FS_0254144,24,6
486784.183062668,6659838.13245058,525408,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Brilduikerstraat,96,naast 96,Antwerpen,2050,,FS_0254145,3,1
486552.607700777,6659843.6028158,525409,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Aalscholverlaan,70,to 70,Antwerpen,2050,,FS_0254146,7,1
486765.982056249,6659861.48949059,525410,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Aalscholverlaan,,to brilduikstraat,Antwerpen,2050,,FS_0254147,3,1
494501.091749429,6667248.19805,525411,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kwadeveldenplein,55,to 55,Merksem,2170,,FS_0254148,4,1
477700.859713477,6675601.30094013,525412,FIETSSTALLING,BUISBEUGEL_GROEP,GROENZONE,Scheldelaan,,Onderaan trap parking,Berendrecht_zandvliet_lillo,2040,,FS_0254149,2,1
481090.11400208,6682389.71677318,525413,FIETSSTALLING,BUISBEUGEL_GROEP,VOETGANGERSZONE,Antwerpsebaan,140,"Voor ingang districtshuis, links",,2040,,FS_0254156,3,1
480611.670460351,6684706.01824768,525414,FIETSSTALLING,NIETJE_GROEP,SPEELTERREIN,Armenstraatje,,parking ad speeltuin,Berendrecht_zandvliet_lillo,2040,,FS_0254157,5,1
481038.353640123,6682489.70332123,525415,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Antwerpsebaan,150,Aan schoolingang,Berendrecht_zandvliet_lillo,2040,,FS_0254158,5,1
477707.507693638,6675610.8723803,525416,FIETSSTALLING,P_BEUGEL_GROEP,GROENZONE,Scheldelaan,,Boven aan de trap parking,Berendrecht_zandvliet_lillo,2040,,FS_0254154,2,1
494841.801829954,6665471.65641951,525417,FIETSSTALLING,NIETJE_GROEP,VOETGANGERSZONE,Speelpleinstraat,60,,Merksem,2170,,FS_0254155,4,1
480474.415374149,6683310.5044446,525418,FIETSSTALLING,NIETJE_GROEP,PLEIN,Bullesteeg,2A,Aan sporthal,Berendrecht_zandvliet_lillo,2040,,FS_0254150,16,2
481091.808813795,6682376.19154011,525419,FIETSSTALLING,BETH_GALI,VOETGANGERSZONE,Antwerpsebaan,140,"Voor ingang districtshuis, rechts",Berendrecht_zandvliet_lillo,2040,,FS_0254151,3,1
479924.023036912,6685032.96978221,525420,FIETSSTALLING,NIETJE_GROEP,SPEELTERREIN,De Keyserhoeve,66,Achteraan cultuurcentrum,Berendrecht_zandvliet_lillo,2040,,FS_0254152,27,1
488946.350995008,6657041.43142271,525421,FIETSSTALLING,NIETJE_ENKEL,VOETPAD,Brederodestraat,171,,Antwerpen,2018,,FS_0254159,1,1
486810.026540849,6653835.36667008,525422,FIETSSTALLING,P_BEUGEL_GROEP,MIDDENBERM,Sint-Bernardsesteenweg,584,to 584,Hoboken,2660,,FS_0009547,6,1
486803.802543247,6653821.88819358,525423,FIETSSTALLING,P_BEUGEL_GROEP,MIDDENBERM,Sint-Bernardsesteenweg,594,to 594,Hoboken,2660,,FS_0009548,6,1
494529.577300212,6662133.82005325,525424,FIETSSTALLING,P_BEUGEL_GROEP,VOETPAD,Schijnpoortweg,113-115,lotto arena,Merksem,2170,,FS_0009550,24,4
490539.726160154,6655516.23367694,525425,FIETSSTALLING,NMBS_LOS_DUBBELZIJDIG,PARKEERZONE,Desguinlei,15-17,naast 15-17,Antwerpen,2018,,FS_0254248,96,4
489549.659184038,6654759.29063042,525426,FIETSSTALLING,NIETJE_GROEP,PLEIN,Vogelzanglaan,6,naast het gebouw,Antwerpen,2020,,FS_0009551,15,3
485258.942983445,6653927.38350312,525427,FIETSSTALLING,NIETJE_GROEP,PLEIN,Lageweg,139,academie hoboken,Hoboken,2660,,FS_0253443,4,1
488551.080211786,6657642.26980188,525428,FIETSSTALLING,RIK_ENKEL,VOETPAD,Emiel Banningstraat,53,,Antwerpen,2000,,FS_0007675,1,1
489243.843076225,6658469.92206521,525429,FIETSSTALLING,RIK_GROEP,VOETPAD,Karel Rogierstraat,45,,Antwerpen,2000,,FS_0007676,5,1
489726.720204463,6658359.35474568,525430,FIETSSTALLING,RIK_GROEP,VOETPAD,Verbondstraat,67,to 68,Antwerpen,2000,,FS_0007677,2,1
489711.699063589,6658334.16771864,525431,FIETSSTALLING,RIK_GROEP,VOETPAD,Verbondstraat,67,to 74,Antwerpen,2000,,FS_0007678,4,1
490357.561450818,6659588.41742314,525432,FIETSSTALLING,RIK_HAAKS,VOETPAD,Lange Gasthuisstraat,7,,Antwerpen,2000,,FS_0007680,2,2
490117.694276911,6659674.07966675,525433,FIETSSTALLING,RIK_GROEP,VOETPAD,Everdijstraat,27,,Antwerpen,2000,,FS_0007681,12,1
490100.858230266,6659849.74156011,525434,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Lombardenvest,52,,Antwerpen,2000,,FS_0007682,8,1
490915.763415425,6659688.67029131,525435,FIETSSTALLING,RIK_GROEP,VOETPAD,Hopland,13,to 13,Antwerpen,2000,,FS_0007683,2,1
490876.741953244,6659683.45325516,525436,FIETSSTALLING,RIK_GROEP,VOETPAD,Hopland,1,to 1,Antwerpen,2000,,FS_0007684,2,1
490805.52729684,6659804.61216804,525437,FIETSSTALLING,NIETJE_GROEP,PLEIN,Wapper,7,to 7,Antwerpen,2000,,FS_0007685,4,1
489445.175951242,6660587.02425679,525438,FIETSSTALLING,P_BEUGEL_GROEP,VOETPAD,Steenplein,4,,Antwerpen,2000,,FS_0007686,12,1
489471.756327548,6660582.30247974,525439,FIETSSTALLING,P_BEUGEL_GROEP,VOETPAD,Steenplein,4,to 4 ad wandelpromenade,Antwerpen,2000,,FS_0007687,7,1
489473.110784972,6659979.88810609,525440,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Oever,1,,Antwerpen,2000,,FS_0007689,2,1
489311.263697191,6659795.72122082,525441,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Kloosterstraat,16,,Antwerpen,2000,,FS_0007691,1,1
487646.851834072,6655380.41647755,525442,FIETSSTALLING,RIK_DUBBEL,MIDDENBERM,Sint-Bernardsesteenweg,236,to 236 middenberm,Antwerpen,2020,,FS_0007692,1,1
487634.665201796,6655387.66799226,525443,FIETSSTALLING,RIK_DUBBEL,MIDDENBERM,Sint-Bernardsesteenweg,236,middenberm,Antwerpen,2020,,FS_0007693,1,1
487512.876330169,6655118.19619513,525444,FIETSSTALLING,RIK_GROEP,VOETPAD,Sint-Bernardsesteenweg,113,,Antwerpen,2020,,FS_0007694,3,1
487382.534977899,6655026.66663481,525445,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Sint-Bernardsesteenweg,320,den tir,Antwerpen,2020,,FS_0007696,5,1
487640.799765799,6654850.30925087,525446,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Abdijstraat,64-66,,Antwerpen,2020,,FS_0007699,5,1
487723.866577736,6654772.81973418,525447,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Pierenbergstraat,31,od hoek,Antwerpen,2020,,FS_0007700,2,1
487865.100606811,6654700.9928704,525448,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Abdijstraat,117,,Antwerpen,2020,,FS_0007701,3,1
488047.985200477,6654541.368969,525449,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Wittestraat,103,,Antwerpen,2020,,FS_0007702,6,1
488059.747501292,6654573.51892906,525450,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Wittestraat,104,,Antwerpen,2020,,FS_0007703,3,1
488132.495501043,6654481.67788033,525451,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Landbouwstraat,88,od hoek,Antwerpen,2020,,FS_0007704,3,1
488242.460970294,6654445.30881136,525452,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Berendrechtstraat,52-54,,Antwerpen,2020,,FS_0007705,3,1
488331.72418212,6654333.9916406,525453,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Zandvlietstraat,40,,Antwerpen,2020,,FS_0007706,5,1
488356.258375365,6654333.27725265,525454,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Abdijstraat,212,,Antwerpen,2020,,FS_0007707,3,1
488487.624735806,6654344.9936407,525455,FIETSSTALLING,NIETJE_ENKEL,PARKEERZONE,Boomsesteenweg,384,,Antwerpen,2020,,FS_0007708,1,1
488526.2452245,6654197.09827582,525456,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Boomsesteenweg,406 ,,Antwerpen,2020,,FS_0007709,3,1
489117.404175855,6651940.76596596,525457,FIETSSTALLING,RIK_GROEP,VOETPAD,Heistraat,83,naast 83,Wilrijk,2610,,FS_0007710,3,1
489009.122121561,6651452.28449877,525458,FIETSSTALLING,RIK_GROEP,VOETPAD,Bist,32,,Wilrijk,2610,,FS_0007711,4,1
492153.40529884,6662095.4657412,525459,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,PARK,Viaduct-Dam,2,to 2 parkspoor noord,Antwerpen,2060,,FS_0007712,6,1
492360.365925224,6662207.55141791,525460,FIETSSTALLING,NMBS_VAST_DUBBELZIJDIG,PARK,Viaduct-Dam,40,to 40 park spoor noord,Antwerpen,2060,,FS_0007713,5,1
492738.568878924,6662100.82766032,525461,FIETSSTALLING,NIETJE_GROEP,PARK,Damplein,31-37,park spoor noord,Antwerpen,2060,,FS_0007714,11,1
492196.347277713,6662309.54462992,525462,FIETSSTALLING,NIETJE_GROEP,PARK,Hardenvoort,55-57,park spoor noord,Antwerpen,2060,,FS_0007715,10,1
493343.447750453,6657960.78797468,525463,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Korte Altaarstraat,19,,Antwerpen,2018,,FS_0007716,3,1
493702.580952749,6658165.23071243,525464,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Tweelingenstraat,45,,Antwerpen,2018,,FS_0007717,2,1
493917.171837271,6658859.29167654,525465,FIETSSTALLING,NIETJE_GROEP,VOETPAD,'s-Herenstraat,40,,Borgerhout,2140,,FS_0007719,4,1
494018.821635931,6659053.71766277,525466,FIETSSTALLING,RIK_GROEP,VOETPAD,Blijde-Inkomststraat,28,,Borgerhout,2140,,FS_0007721,5,1
493468.12130236,6658654.53455803,525467,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Montensstraat,23-25,,Borgerhout,2140,,FS_0007722,8,1
494310.484319122,6658485.92685653,525468,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Luitenant Naeyaertplein,13-14,to 13-14,Borgerhout,2140,,FS_0007723,7,1
494360.311835167,6658439.16567489,525469,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Luitenant Naeyaertplein,,to engelselei,Borgerhout,2140,,FS_0007724,3,1
494134.710403798,6658579.41763923,525470,FIETSSTALLING,NIETJE_GROEP,PARKEERZONE,Sterlingerstraat,93,od hoek,Borgerhout,2140,,FS_0007725,4,1
493071.735626665,6658888.02651957,525471,FIETSSTALLING,NIETJE_GROEP,VOETPAD,Kroonstraat,166,,Borgerhout,2140,,FS_0007726,6,1
492965.351423252,6659021.69028472,525472,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Bloemstraat,59,to 59,Borgerhout,2140,,FS_0007727,1,1
492963.441536546,6659008.37385824,525473,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Bloemstraat,53,to 53,Borgerhout,2140,,FS_0007728,1,1
493594.494292825,6659105.51348157,525474,FIETSSTALLING,NIETJE_GROEP,PLEIN,Moorkensplein,18,,Borgerhout,2140,,FS_0007729,3,1
492789.092979367,6656108.12961201,525475,FIETSSTALLING,RIK_GROEP,VOETPAD,Vredestraat,93,to 124,Berchem,2600,,FS_0007730,2,1
492796.570700676,6656125.3764721,525476,FIETSSTALLING,RIK_GROEP,VOETPAD,Vredestraat,93,to 128,Berchem,2600,,FS_0007731,2,1
493102.20589485,6656284.93294847,525477,FIETSSTALLING,RIK_GROEP,VOETPAD,Arthur Sterckstraat,54,to 54,Berchem,2600,,FS_0007732,3,1
493403.065958889,6659526.00160839,525478,FIETSSTALLING,BUISBEUGEL_ENKEL,VOETPAD,Turnhoutsebaan,101,thv 101 hoek laar,Borgerhout,2140,,FS_0007733,1,1
