X,Y,OBJECTID,GISID,TYPE,GC_NR,STRAATNAAM,HUISNUMMER,POSTCODE,SECTOR,OPMERKING,EBDD,ROUTE_WEEK,ROUTE_WEEKEND,FREQ_SLK,SLK_MA,SLK_DI,SLK_WO,SLK_DO,SLK_VR,SLK_ZA,SLK_ZO,FREQ_LEDIGING,LED_MA,LED_DI,LED_WO,LED_DO,LED_VR,LED_ZA,LED_ZO
498623.280356223,6661048.35099225,54398,GLASCONT_00858,mono glasbol wit,M1512,RUGGEVELDLAAN_DEn,618,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
498625.392886668,6661055.23299862,54399,GLASCONT_00859,mono glasbol groen,M1601,RUGGEVELDLAAN_DEn,618,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
499049.99986889,6662483.19708845,54400,GLASCONT_00864,duo glasbol,D1187,TER HEYDELAAN,,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
498532.192959338,6662462.12106131,54401,GLASCONT_00865,mono glasbol wit,M1633,TER HEYDELAAN,,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
498521.987984344,6662456.42936113,54402,GLASCONT_00866,mono glasbol groen,M1546,TER HEYDELAAN,450,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
497013.695945641,6662997.03229515,54403,GLASCONT_00868,duo glasbol,D1145,KEESINGLAAN,13,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
499413.233427295,6660452.56488544,54404,GLASCONT_00870,duo glasbol,D1009,ZWARTE-ARENDLAAN,263,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
496265.481601099,6661261.12693217,54405,GLASCONT_00871,duo glasbol,D1027,TER HEYDELAAN,36,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,
495933.175202808,6660357.70952211,54406,GLASCONT_00872,duo glasbol,D1035,LAKBORSLEI,10,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
495651.51209437,6661192.61333952,54407,GLASCONT_00873,mono glasbol wit,M1613,TEN EEKHOVELEI,43,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
495652.902264757,6661201.61160603,54408,GLASCONT_00874,mono glasbol groen,M1534,TEN EEKHOVELEI,43,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
495536.398616596,6661377.60620798,54409,GLASCONT_00875,duo glasbol,D1006,JOZEF NELLENSLEI,1,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,
496704.415157761,6660513.55005944,54410,GLASCONT_00878,mono glasbol wit,M1531,GALLIFORTLEI,39,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
496699.572186475,6660506.6323316,54411,GLASCONT_00879,mono glasbol groen,M1610,GALLIFORTLEI,39,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
496732.858411787,6661164.99833626,54412,GLASCONT_00880,duo glasbol,D1004,CORNELIS SCHUTSTRAAT,22,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
494964.703889298,6662112.18272809,54413,GLASCONT_00881,duo glasbol,D1287,BISSCHOPPENHOFLAAN,68,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,
495203.095754414,6662559.71454218,54414,GLASCONT_00883,duo glasbol,D1115,VAN AMSTELSTRAAT_DE,129,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,
495521.955080134,6662045.79368758,54415,GLASCONT_00885,duo glasbol,D1262,VAN DEYNSESTRAAT,127,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,
496557.629984842,6662410.86941933,54416,GLASCONT_00891,mono glasbol wit,M1547,SUZANNE SPANHOVENSTRAAT,21,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
496565.229836198,6662412.93722838,54417,GLASCONT_00892,mono glasbol groen,M1621,SUZANNE SPANHOVENSTRAAT,21,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
496963.931664812,6662035.7368844,54418,GLASCONT_00894,duo glasbol,D1146,BOSUIL,160,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
496178.336946506,6661845.46343366,54419,GLASCONT_00895,duo glasbol,D1059,CONFORTALEI,131,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
496640.879534257,6661606.16071102,54420,GLASCONT_00896,mono glasbol wit,M1612,BLIVENSSTRAAT,54,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,
496648.479536524,6661608.92008152,54421,GLASCONT_00897,mono glasbol groen,M1538,BLIVENSSTRAAT,54,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,
499518.905672951,6661097.97452286,54422,GLASCONT_00898,duo glasbol,D1062,HAVIKLAAN,67,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,
499172.657863757,6661009.65724326,54423,GLASCONT_00899,duo glasbol,D1050,PROFESSOR VAN DEN WILDENBERGLAAN,48,2100,NOORD,Deurne,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,
495062.428932049,6664406.96662332,54424,GLASCONT_00900,duo glasbol,D1056,SINT-BARTHOLOMEUSSTRAAT,118,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
495952.437488221,6665506.67927363,54425,GLASCONT_00904,mono glasbol groen,M1541,VICTOR ROOSENSPLEIN,45,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
497003.590212627,6665563.01505347,54426,GLASCONT_00905,duo glasbol,D1054,WILDERT,120,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
496894.98990577,6666280.59749973,54427,GLASCONT_00906,mono glasbol groen,M1603,WINKELSTAP,252,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
496895.411173375,6666287.55599867,54428,GLASCONT_00907,mono glasbol wit,M1536,WINKELSTAP,252,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
496153.953097043,6665953.07076285,54429,GLASCONT_00908,duo glasbol,D1025,BREDABAAN,783a,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
496452.07932172,6666187.67077856,54430,GLASCONT_00909,mono glasbol wit,M1521,,833,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
496447.617628379,6666175.66430472,54431,GLASCONT_00910,mono glasbol groen,M1595,,833,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
495717.836220812,6666422.03652513,54432,GLASCONT_00912,duo glasbol,D1032,RINGLAAN_ME,110,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
496528.06448991,6666702.39833361,54433,GLASCONT_00914,duo glasbol,D1026,BREDABAAN,21 TO KRUIDVAT,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
496406.991122045,6668033.5270489,54434,GLASCONT_00917,duo glasbol,D1013,FORTSTEENWEG,120,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
496670.925318299,6667423.44128794,54435,GLASCONT_00918,duo glasbol,D1053,FORTSTEENWEG,,2170,NOORD,Merksem,2018/02/28 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
494683.181031512,6667353.49825391,54436,GLASCONT_00919,duo glasbol,D1049,VOLKSTUINLEI,28,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
494506.750208526,6667138.39094605,54437,GLASCONT_00920,duo glasbol,D1077,KWADEVELDENPLEIN,54,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
494084.118156101,6667427.63885086,54438,GLASCONT_00921,duo glasbol,D1039,LAARSEBAAN,,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
494617.905849945,6666582.71938076,54439,GLASCONT_00922,duo glasbol,D1002,MAANTJESSTEENWEG,92,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
495056.291935743,6666829.67181945,54440,GLASCONT_00923,duo glasbol,D1031,KORTE BREMSTRAAT,2,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
495208.151120668,6665781.66892381,54441,GLASCONT_00924,ondergrondse duo,O1116-A665,KROONPLEIN,1,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
495552.06947091,6665370.22986957,54442,GLASCONT_00927,duo glasbol,D1051,DOKTER MAURICE TIMMERMANSLAAN,20,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
495381.377946854,6667486.00060653,54443,GLASCONT_00930,duo glasbol,D1033,ZWAANTJESLEI,93,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,x,,,
493338.410760213,6667245.90424295,54444,GLASCONT_00932,duo glasbol,D1282,WULPSTRAAT,41,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
492874.584211291,6665618.33230694,54445,GLASCONT_00933,duo glasbol,D1081,BERGEN OP ZOOMLAAN,41,2170,NOORD,Merksem,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,x,,,
491995.763857786,6664331.27412368,54446,GLASCONT_00934,duo glasbol,D1150,STRAATSBURGDOK NOORDKAAI,29,2030,NOORD,Luchtbal,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,x,,,,
492099.835013947,6664467.58786363,54447,GLASCONT_00935,duo glasbol,D1176,NOORDERLAAN_ANT,100,2030,NOORD,Luchtbal,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,
492256.49759356,6664770.27004934,54448,GLASCONT_00936,duo glasbol,D1188,GROENENDAALLAAN_ANT,348,2030,NOORD,Luchtbal,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
492385.112762313,6666198.45414505,54449,GLASCONT_00938,duo glasbol,D1153,VENEZUELASTRAAT,112,2030,NOORD,Luchtbal,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
492429.450964761,6666846.02345139,54450,GLASCONT_00940,duo glasbol,D1161,LIVERPOOLLAAN,10,2030,NOORD,Luchtbal,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
492201.110027693,6667315.27296754,54451,GLASCONT_00941,duo glasbol,D1136,GENERAAL SIMONDSLAAN,8,2030,NOORD,Luchtbal,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
492678.896092779,6667449.50759212,54452,GLASCONT_00942,duo glasbol,D1134,PHILADELPHIASTRAAT,36,2030,NOORD,Luchtbal,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
491701.381864249,6668978.49924402,54453,GLASCONT_00947,duo glasbol,D1087,KAREL CANDAELSTRAAT,,2180,NOORD,Ekeren,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
491106.933626347,6669527.20555456,54454,GLASCONT_00949,duo glasbol,D1012,HERMAN VOSSTRAAT_EK,1,2180,NOORD,Ekeren,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
491645.339011794,6669688.52002134,54455,GLASCONT_00950,duo glasbol,D1109,FERDINAND VERBIESTSTRAAT,71,2180,NOORD,Ekeren,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,
490857.949394875,6670552.42996851,54456,GLASCONT_00952,duo glasbol,D1100,LEGENDESTRAAT,2,2180,NOORD,Ekeren,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,
491466.222156211,6671933.02569364,54457,GLASCONT_00954,duo glasbol,D1055,KOUTER,29,2180,NOORD,Ekeren,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
491880.546239003,6671645.7393987,54458,GLASCONT_00955,duo glasbol,D1079,VIC HEYMANSTRAAT,38,2180,NOORD,Ekeren,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
491703.090862371,6671416.38296382,54459,GLASCONT_00956,mono glasbol groen,M1638,,84,2180,NOORD,Ekeren,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,
491705.521890736,6671417.16135039,54460,GLASCONT_00957,mono glasbol wit,M1551,,84,2180,NOORD,Ekeren,1999/12/31 00:00:00+00,,,Wekelijks,x,,x,,x,,,,,,,,,,
492113.556635555,6671178.79674281,54461,GLASCONT_00958,mono glasbol groen,M1622,GEESTENSPOOR,5,2180,NOORD,Ekeren,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
492115.526669518,6671181.08295249,54462,GLASCONT_00959,mono glasbol wit,M1553,GEESTENSPOOR,5,2180,NOORD,Ekeren,1999/12/31 00:00:00+00,,,Wekelijks,,x,,x,,,,,,,,,,,
