X,Y,OBJECTID,CODE_OBJECT,ROEPNAAM_ZZ_OBJECT,NAAM_ZAAL,HOOFDFUNCTIE_ACTIVITEITSTYPE,MAX_ZITTEND,MAX_STAAND,ORIG_FID
494824.89541508,6665000.29946558,100933,0000013412,De Zeelbaan,Kleine cafetaria,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",40,40,649
492853.346034492,6659973.73626727,100934,0000008044,Wok van Antwerpen,Zaal boven,"Feest, Religiebeleving, Vergader, Vergader1",100,100,650
492853.346034492,6659973.73626727,100935,0000008044,Wok van Antwerpen,Achterzaal,"Feest, Religiebeleving, Repetitie, Vergader, Vergader1",200,200,651
492413.158358285,6666166.08535984,100936,0000001435,Cultureel Ontmoetingscentrum Luchtbal,Combinatie Tuinzaal + 2 vergaderzalen,"Feest, Hobby, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",140,200,652
492413.158358285,6666166.08535984,100937,0000001435,Cultureel Ontmoetingscentrum Luchtbal,Combinatie Tuinzaal + 4 vergaderzalen,"Feest, Hobby, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",180,250,653
492413.158358285,6666166.08535984,100938,0000001435,Cultureel Ontmoetingscentrum Luchtbal,Bovenzaal,"Feest, Hobby, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",100,200,654
492413.158358285,6666166.08535984,100939,0000001435,Cultureel Ontmoetingscentrum Luchtbal,Tuinzaal,"Feest, Hobby, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",100,150,655
489712.102202027,6660533.82559457,100940,0000000121,Stadhuis Antwerpen,Leyszaal,"Feest, Vergader, Vergader1",60,99,656
489712.102202027,6660533.82559457,100941,0000000121,Stadhuis Antwerpen,Trouwzaal,"Feest, Vergader, Vergader1",96,120,657
489712.102202027,6660533.82559457,100942,0000000121,Stadhuis Antwerpen,Wandelzaal,"Feest, Vergader, Vergader1",60,100,658
492051.327959464,6660925.85180356,100943,0000021255,De Olijftak,Polyvalente zaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",30,30,659
492051.327959464,6660925.85180356,100944,0000021255,De Olijftak,Turnzaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",30,30,660
492051.327959464,6660925.85180356,100945,0000021255,De Olijftak,Cafetaria,"Feest, Hobby, Repetitie, Vergader",120,120,661
495601.030950653,6654898.93012287,100946,0000011649,Stampe en Vertongen,Museum,"Feest, Repetitie",50,150,662
494878.353670108,6657772.80087842,100947,0000000018,Sporthal Luisbekelaar,Cafetaria,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",75,80,663
493449.82287001,6661512.84257785,100948,0000000522,Sportoase,Vergaderzaal,"Feest, Hobby, Vergader, Vergader1",30,60,664
493449.82287001,6661512.84257785,100949,0000000522,Sportoase,Danszaal,"Feest, Hobby, Repetitie, Sport, Vergader1",30,30,665
493449.82287001,6661512.84257785,100950,0000000522,Sportoase,Brasserie,"Feest, Hobby, Repetitie, Sport, Vergader1",49,49,666
496716.247578111,6659401.44437426,100951,0000023754,Kasteel Sterckshof,Hartenkamer,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",50,65,667
496716.247578111,6659401.44437426,100952,0000023754,Kasteel Sterckshof,Binnentuin,"Feest, Hobby, Religiebeleving, Repetitie",100,150,668
488789.292230813,6658837.15883007,100953,0000022991,Zuiderpershuis,Kleine zaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",100,150,669
488789.292230813,6658837.15883007,100954,0000022991,Zuiderpershuis,Grote zaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",450,700,670
488789.292230813,6658837.15883007,100955,0000022991,Zuiderpershuis,Atelierzaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",80,80,671
488789.292230813,6658837.15883007,100956,0000022991,Zuiderpershuis,Polyvalente zaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",100,180,672
488789.292230813,6658837.15883007,100957,0000022991,Zuiderpershuis,Hangar,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",,450,673
487527.048819752,6655792.30221784,100958,0000023854,Cafetaria Players Sporthal Kiel,Zaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",80,200,674
489208.769453192,6657295.01041261,100959,0000023260,Hof Ter Beke,Cafetaria,"Feest, Hobby, Repetitie, Vergader, Vergader1",120,200,675
489208.769453192,6657295.01041261,100960,0000023260,Hof Ter Beke,Polyvalente zaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",40,70,676
490088.546274188,6660168.37218822,100961,0000023257,Hilton Antwerp,Cullinan,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",40,50,677
490088.546274188,6660168.37218822,100962,0000023257,Hilton Antwerp,Florentine,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",40,50,678
490088.546274188,6660168.37218822,100963,0000023257,Hilton Antwerp,Hope,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",30,40,679
490088.546274188,6660168.37218822,100964,0000023257,Hilton Antwerp,Sancy,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",60,80,680
490088.546274188,6660168.37218822,100965,0000023257,Hilton Antwerp,Shah,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",40,50,681
490088.546274188,6660168.37218822,100966,0000023257,Hilton Antwerp,Tiffany,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",70,80,682
490088.546274188,6660168.37218822,100967,0000023257,Hilton Antwerp,Shah & Tiffany,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",110,130,683
490088.546274188,6660168.37218822,100968,0000023257,Hilton Antwerp,Lijn,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",120,120,684
490088.546274188,6660168.37218822,100969,0000023257,Hilton Antwerp,Teun,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",120,150,685
490088.546274188,6660168.37218822,100970,0000023257,Hilton Antwerp,Lijn & Teun,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",240,300,686
490088.546274188,6660168.37218822,100971,0000023257,Hilton Antwerp,Foyer,"Feest, Hobby, Religiebeleving, Repetitie, Vergader",150,350,687
490088.546274188,6660168.37218822,100972,0000023257,Hilton Antwerp,Belle Epoque,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",800,1000,688
490088.546274188,6660168.37218822,100973,0000023257,Hilton Antwerp,Groenplaats,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",200,200,689
490088.546274188,6660168.37218822,100974,0000023257,Hilton Antwerp,Belle Epoque & Groenplaats,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",1000,1200,690
491910.878489591,6664394.29179615,100975,0000023682,Dock3,Mainroom,"Feest, Hobby, Repetitie, Sport, Vergader",250,1000,691
491910.878489591,6664394.29179615,100976,0000023682,Dock3,Aura,"Feest, Hobby, Repetitie, Sport, Vergader",200,350,692
491910.878489591,6664394.29179615,100977,0000023682,Dock3,Skyclub,"Feest, Hobby, Repetitie, Sport, Vergader",120,350,693
491910.878489591,6664394.29179615,100978,0000023682,Dock3,Fusia,"Feest, Hobby, Repetitie, Sport, Vergader",50,100,694
491910.878489591,6664394.29179615,100979,0000023682,Dock3,Gebouw,"Feest, Hobby, Repetitie, Sport, Vergader",700,2000,695
490205.653935133,6662771.50409702,100980,0000023258,De Shop,Evenementenhal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",700,3999,696
490205.653935133,6662771.50409702,100981,0000023258,De Shop,Evenementenhal roze zijde,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",400,2000,697
490205.653935133,6662771.50409702,100982,0000023258,De Shop,Bar,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",40,400,698
490205.653935133,6662771.50409702,100983,0000023258,De Shop,Cielo,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",150,400,699
490205.653935133,6662771.50409702,100984,0000023258,De Shop,Mezzanine,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",50,70,700
498468.596681441,6657629.84366051,100985,0000013174,Silsburg,Vergaderzaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",50,70,701
494262.736910857,6659115.06059602,100986,0000008034,De Roma,Zaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",550,1800,702
494262.736910857,6659115.06059602,100987,0000008034,De Roma,Foyer beneden,"Feest, Hobby, Repetitie, Vergader, Vergader1",35,300,703
494262.736910857,6659115.06059602,100988,0000008034,De Roma,Foyer boven,"Feest, Hobby, Repetitie, Vergader",40,300,704
492144.725377625,6665296.88182586,100989,0000000492,Sporthal Luchtbal,Annex 1,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",45,50,705
492144.725377625,6665296.88182586,100990,0000000492,Sporthal Luchtbal,Annex 2,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",45,70,706
492144.725377625,6665296.88182586,100991,0000000492,Sporthal Luchtbal,Annex 1 + 2,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",45,99,707
487504.751537357,6655974.51864946,100992,0000000216,Zappa,Grote zaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",650,1000,708
492154.096947284,6665474.91827635,100993,0000013406,Santiago,Cafetaria,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",100,100,709
492154.096947284,6665474.91827635,100994,0000013406,Santiago,Veranda,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",50,50,710
492154.096947284,6665474.91827635,100995,0000013406,Santiago,Biljartzaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",50,50,711
490625.111718309,6659587.54609179,100996,0000000512,Bourla,Foyer,"Feest, Hobby, Repetitie, Vergader, Vergader1",180,300,712
490625.111718309,6659587.54609179,100997,0000023763,"Toneelhuis, Bourla",Theaterzaal,"Feest, Vergader, Vergader1",940,,713
492815.877612579,6671104.85947704,100998,0000013574,Blankenberg,Cafetaria,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",100,150,714
486645.01373222,6656947.16895456,100999,0000011142,Petrol Club,Petrol Club - Grote zaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",0,750,715
486645.01373222,6656947.16895456,101000,0000011142,Petrol Club,Petrol Club - Kleine zaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",0,199,716
490521.508985501,6657245.66540499,101001,0000023306,Van Schoonbeke,Eetzaal,"Feest, Hobby, Sport, Vergader, Vergader1",74,120,717
488669.90508652,6658771.07069148,101002,0000024696,MUHKA,Auditorium,"Feest, Hobby, Repetitie, Vergader, Vergader1",40,80,718
488669.90508652,6658771.07069148,101003,0000024696,MUHKA,Dakterras,"Feest, Hobby, Repetitie, Vergader, Vergader1",1500,1500,719
488669.90508652,6658771.07069148,101004,0000024696,MUHKA,Museumzalen,"Feest, Hobby, Repetitie, Vergader, Vergader1",300,800,720
488669.90508652,6658771.07069148,101005,0000024696,MUHKA,MHKAFE,"Feest, Hobby, Repetitie, Vergader, Vergader1",150,150,721
479954.769054923,6685041.45735562,101006,0000001452,De Schelde,Foyer,"Feest, Hobby, Repetitie, Sport, Vakantieactiviteit, Vergader",80,256,722
479954.769054923,6685041.45735562,101007,0000001452,De Schelde,Voorstellingszaal,"Feest, Hobby, Repetitie, Vakantieactiviteit, Vergader",,204,723
479954.769054923,6685041.45735562,101008,0000001452,De Schelde,Leskeuken,"Feest, Hobby, Vakantieactiviteit, Vergader1",12,12,724
479954.769054923,6685041.45735562,101009,0000001452,De Schelde,Vergaderzaal 2a,"Feest, Hobby, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",12,20,725
479954.769054923,6685041.45735562,101010,0000001452,De Schelde,Vergaderzaal 2b,"Feest, Hobby, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",12,20,726
479954.769054923,6685041.45735562,101011,0000001452,De Schelde,Vergaderzaal 2a+b,"Feest, Hobby, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",24,40,727
479954.769054923,6685041.45735562,101012,0000001452,De Schelde,Vergaderzaal 1,"Feest, Hobby, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",12,20,728
492201.733803359,6660621.55765944,101013,0000003372,Permeke,Auditorium,"Feest, Repetitie, Vergader, Vergader1",,,729
492201.733803359,6660621.55765944,101014,0000003372,Permeke,Foyer,"Feest, Hobby, Repetitie, Vergader, Vergader1",99,200,730
492201.733803359,6660621.55765944,101015,0000003372,Permeke,Markt,"Feest, Repetitie, Vergader",,200,731
492201.733803359,6660621.55765944,101016,0000003372,Permeke,Verdieping,"Feest, Hobby, Repetitie, Vergader",,200,732
492201.733803359,6660621.55765944,101017,0000003372,Permeke,Panoramazaal,"Feest, Hobby, Repetitie, Vakantieactiviteit, Vergader, Vergader1",28,40,733
491834.34334658,6660286.47796404,101018,0000023246,Koninklijk Atheneum Antwerpen,Zaal AthenA,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",350,499,734
491834.34334658,6660286.47796404,101019,0000023246,Koninklijk Atheneum Antwerpen,Turnzaal,"Feest, Hobby, Sport, Vergader, Vergader1",200,300,735
489892.662119684,6652174.62037097,101020,0000020466,Etion,Inspiro,"Feest, Hobby, Vergader, Vergader1",100,140,736
496633.669864983,6656364.20816158,101021,0000001434,De Chalet,Polyvalente zaal,"Feest, Sport, Vergader, Vergader1",50,120,737
490676.01631287,6661658.07334251,101022,0000003945,Sint-Felixpakhuis,Auditorium,"Feest, Repetitie, Vergader, Vergader1",,,738
490676.01631287,6661658.07334251,101023,0000003945,Sint-Felixpakhuis,Eetzaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",64,64,739
490676.01631287,6661658.07334251,101024,0000003945,Sint-Felixpakhuis,Binnenstraat,"Feest, Hobby, Repetitie, Sport, Vergader",,400,740
490676.01631287,6661658.07334251,101025,0000003945,Sint-Felixpakhuis,Receptieruimte,"Feest, Hobby, Repetitie, Vergader",,120,741
490676.01631287,6661658.07334251,101026,0000003945,Sint-Felixpakhuis,Tentoonstellingsruimte,"Feest, Hobby, Repetitie, Vergader",,120,742
490676.01631287,6661658.07334251,101027,0000003945,Sint-Felixpakhuis,Atrium 1,"Feest, Repetitie, Vergader",,120,743
490676.01631287,6661658.07334251,101028,0000003945,Sint-Felixpakhuis,Atrium 2,"Feest, Hobby, Repetitie, Vergader",,120,744
490676.01631287,6661658.07334251,101029,0000003945,Sint-Felixpakhuis,Expeditieruimte,"Feest, Hobby",,120,745
490676.01631287,6661658.07334251,101030,0000008312,Felixpakhuis BVBA,Salon,"Feest, Hobby, Repetitie, Vergader, Vergader1",,499,746
490676.01631287,6661658.07334251,101031,0000008312,Felixpakhuis BVBA,Markt,"Feest, Hobby, Repetitie, Vergader, Vergader1",,299,747
490463.056564823,6659100.23254096,101032,0000014542,Elzenveld,Kanunnik Van Gesselzaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",275,500,748
490463.056564823,6659100.23254096,101033,0000014542,Elzenveld,Onze Lieve Vrouwe Kapel,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",100,250,749
490463.056564823,6659100.23254096,101034,0000014542,Elzenveld,Dr.Lazarus Marquis Auditorium,"Feest, Repetitie, Vergader, Vergader1",,217,750
490463.056564823,6659100.23254096,101035,0000014542,Elzenveld,Kloosterzalen,"Feest, Hobby, Repetitie, Vergader, Vergader1",80,150,751
490463.056564823,6659100.23254096,101036,0000014542,Elzenveld,Directeur Van Laerzaal,"Feest, Repetitie, Vergader, Vergader1",47,68,752
490463.056564823,6659100.23254096,101037,0000014542,Elzenveld,Zuster Lysbeth Van Wynzaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",30,60,753
490463.056564823,6659100.23254096,101038,0000014542,Elzenveld,Dr. Leon Desguinzaal,"Feest, Repetitie, Vergader, Vergader1",22,30,754
490463.056564823,6659100.23254096,101039,0000014542,Elzenveld,Kloosterveranda,"Feest, Repetitie, Vergader, Vergader1",12,12,755
490463.056564823,6659100.23254096,101040,0000014542,Elzenveld,Dr. Cornelis Broeckxzaal,"Feest, Vergader, Vergader1",16,22,756
490463.056564823,6659100.23254096,101041,0000014542,Elzenveld,Commisaris Petitzaal,"Feest, Repetitie, Vergader, Vergader1",8,8,757
490463.056564823,6659100.23254096,101042,0000014542,Elzenveld,Zuster Romana Keuken,"Feest, Repetitie, Vergader, Vergader1",12,12,758
490463.056564823,6659100.23254096,101043,0000014542,Elzenveld,Hollandse Keuken,"Feest, Vergader, Vergader1",5,5,759
490463.056564823,6659100.23254096,101044,0000014542,Elzenveld,D'Evorazaal,"Feest, Repetitie, Vergader, Vergader1",64,100,760
493233.824885491,6657757.00204565,101045,0000021307,De Lijn,Sporthal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader",500,500,761
496436.616928246,6657921.87816895,101046,0000001429,'t Fortje,Kleine Zaal,Feest,60,120,762
496436.616928246,6657921.87816895,101047,0000001429,'t Fortje,Grote Zaal,"Feest, Vergader1",135,250,763
489988.657430363,6662090.9360415,101048,0000007963,Stuurboord,Volledig,"Feest, Hobby, Repetitie, Vergader, Vergader1",850,1500,764
489988.657430363,6662090.9360415,101049,0000007963,Stuurboord,Zaal Antwerpen,"Feest, Hobby, Repetitie, Vergader, Vergader1",50,200,765
489988.657430363,6662090.9360415,101050,0000007963,Stuurboord,Zaal Signapore,"Feest, Hobby, Repetitie, Vergader, Vergader1",180,300,766
489988.657430363,6662090.9360415,101051,0000007963,Stuurboord,Zaal Kaapstad,"Feest, Hobby, Repetitie, Vergader, Vergader1",180,300,767
489988.657430363,6662090.9360415,101052,0000007963,Stuurboord,Zaal Rio,"Feest, Hobby, Repetitie, Vergader, Vergader1",180,300,768
489988.657430363,6662090.9360415,101053,0000007963,Stuurboord,Zaal New Orleans,"Feest, Hobby, Repetitie, Vergader, Vergader1",180,300,769
489988.657430363,6662090.9360415,101054,0000007963,Stuurboord,Zaal Bordeaux,"Feest, Vergader, Vergader1",40,80,770
490752.41542184,6663134.20532106,101055,0000003549,CadX,Polyvalente Ruimte,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",,500,771
490752.41542184,6663134.20532106,101056,0000003549,CadX,Beach Volley Indoor,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",,500,772
490752.41542184,6663134.20532106,101057,0000003549,CadX,Lasershooting,"Feest, Sport, Vergader1",,24,773
490752.41542184,6663134.20532106,101058,0000003549,CadX,Skybar,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",,70,774
490752.41542184,6663134.20532106,101059,0000003549,CadX,Beach Volley Outdoor,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",,500,775
490752.41542184,6663134.20532106,101060,0000003549,CadX,Modulair,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",,500,776
486743.559823191,6649886.40853984,101061,0000023648,Antarctica IJsstadion,Grote zaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",75,75,777
486743.559823191,6649886.40853984,101062,0000023648,Antarctica IJsstadion,Cafetaria,"Feest, Hobby, Repetitie, Vergader, Vergader1",200,200,778
495051.969192468,6658071.22757563,101063,0000023234,Vrijgeweide,Cafetaria,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",78,92,779
490035.740724179,6662736.09934658,101064,0000007958,Waagnatie,Evenementenhal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",2000,3800,780
489685.631503036,6657601.60168864,101065,0000000708,Den Bell Exploitatie,Restaurant,"Feest, Vergader",408,,781
489685.631503036,6657601.60168864,101066,0000000708,Den Bell Exploitatie,Foyer 0100 - 178p - Vaste beamer,"Feest, Vergader, Vergader1",178,,782
489685.631503036,6657601.60168864,101067,0000000708,Den Bell Exploitatie,Onthaal,"Feest, Vergader, Vergader1",350,,783
489950.155707559,6660354.21231188,101068,0000000224,Onze-Lieve-Vrouwekathedraal,Kapelaansacristie,"Feest, Vergader, Vergader1",40,68,784
489950.155707559,6660354.21231188,101069,0000000224,Onze-Lieve-Vrouwekathedraal,Kerkmeesterskamer,"Feest, Vergader, Vergader1",14,14,785
489950.155707559,6660354.21231188,101070,0000000224,Onze-Lieve-Vrouwekathedraal,Tuin,"Feest, Vergader, Vergader1",,69,786
495169.277954566,6660240.71751135,101071,0000001511,Trix,Zaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",400,1100,787
495169.277954566,6660240.71751135,101072,0000001511,Trix,Bar,"Feest, Repetitie, Vergader",50,180,788
495169.277954566,6660240.71751135,101073,0000001511,Trix,Club,"Feest, Repetitie, Vergader",150,432,789
492713.294129618,6662187.80715689,101074,0000009399,Parkloods Noord,Evenementenhal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",2000,2000,790
490270.90130616,6655468.08538526,101075,0000025751,De Singel,Blauwe zaal,"Feest, Religiebeleving, Repetitie, Vergader, Vergader1",946,0,791
490270.90130616,6655468.08538526,101076,0000025751,De Singel,Muziekstudio,"Feest, Religiebeleving, Repetitie, Vergader, Vergader1",168,0,792
491619.440761301,6664944.64331185,101077,0000009889,Kinepolis,Zaal 01,"Feest, Repetitie, Vergader, Vergader1",,,793
491619.440761301,6664944.64331185,101078,0000009889,Kinepolis,Zaal 02,"Feest, Repetitie, Vergader, Vergader1",,,794
491619.440761301,6664944.64331185,101079,0000009889,Kinepolis,Zaal 03,"Feest, Religiebeleving, Repetitie, Vergader, Vergader1",,,795
491619.440761301,6664944.64331185,101080,0000009889,Kinepolis,Zaal 04,"Feest, Repetitie, Vergader, Vergader1",,,796
491619.440761301,6664944.64331185,101081,0000009889,Kinepolis,Zaal 05,"Feest, Repetitie, Vergader, Vergader1",,,797
491619.440761301,6664944.64331185,101082,0000009889,Kinepolis,Zaal 06,"Feest, Repetitie, Vergader, Vergader1",,,798
491619.440761301,6664944.64331185,101083,0000009889,Kinepolis,Zaal 07,"Feest, Repetitie, Vergader, Vergader1",,,799
491619.440761301,6664944.64331185,101084,0000009889,Kinepolis,Zaal 08,"Feest, Repetitie, Vergader, Vergader1",,,800
491619.440761301,6664944.64331185,101085,0000009889,Kinepolis,Zaal 09,"Feest, Repetitie, Vergader, Vergader1",,,801
491619.440761301,6664944.64331185,101086,0000009889,Kinepolis,Zaal 10,"Feest, Repetitie, Vergader, Vergader1",,,802
491619.440761301,6664944.64331185,101087,0000009889,Kinepolis,Zaal 11,"Feest, Repetitie, Vergader, Vergader1",,,803
491619.440761301,6664944.64331185,101088,0000009889,Kinepolis,Zaal 12,"Feest, Repetitie, Vergader, Vergader1",,,804
491619.440761301,6664944.64331185,101089,0000009889,Kinepolis,Zaal 13,"Feest, Repetitie, Vergader, Vergader1",,,805
491619.440761301,6664944.64331185,101090,0000009889,Kinepolis,Zaal 14,"Feest, Repetitie, Vergader, Vergader1",,,806
491619.440761301,6664944.64331185,101091,0000009889,Kinepolis,Zaal 15,"Feest, Repetitie, Vergader, Vergader1",,,807
491619.440761301,6664944.64331185,101092,0000009889,Kinepolis,Zaal 16,"Feest, Repetitie, Vergader, Vergader1",,,808
491619.440761301,6664944.64331185,101093,0000009889,Kinepolis,Zaal 17,"Feest, Repetitie, Vergader, Vergader1",,,809
491619.440761301,6664944.64331185,101094,0000009889,Kinepolis,Zaal 18,"Feest, Repetitie, Vergader, Vergader1",,,810
491619.440761301,6664944.64331185,101095,0000009889,Kinepolis,Zaal 19,"Feest, Repetitie, Vergader, Vergader1",,,811
491619.440761301,6664944.64331185,101096,0000009889,Kinepolis,Zaal 20,"Feest, Repetitie, Vergader, Vergader1",,,812
491619.440761301,6664944.64331185,101097,0000009889,Kinepolis,Zaal 21,"Feest, Repetitie, Vergader, Vergader1",,,813
491619.440761301,6664944.64331185,101098,0000009889,Kinepolis,Zaal 22,"Feest, Repetitie, Vergader, Vergader1",,,814
491619.440761301,6664944.64331185,101099,0000009889,Kinepolis,Zaal 23,"Feest, Repetitie, Vergader, Vergader1",,,815
491619.440761301,6664944.64331185,101100,0000009889,Kinepolis,Zaal 24,"Feest, Repetitie, Vergader, Vergader1",,,816
491619.440761301,6664944.64331185,101101,0000009889,Kinepolis,Hollywoodzaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",1000,1800,817
491619.440761301,6664944.64331185,101102,0000009889,Kinepolis,Stars Lounge,"Feest, Repetitie, Vergader",120,200,818
491619.440761301,6664944.64331185,101103,0000009889,Kinepolis,Seminar Center A,"Feest, Repetitie, Vergader, Vergader1",70,100,819
491619.440761301,6664944.64331185,101104,0000009889,Kinepolis,Seminar Center B,"Feest, Repetitie, Vergader, Vergader1",70,100,820
491619.440761301,6664944.64331185,101105,0000009889,Kinepolis,Seminar Center A + B,"Feest, Repetitie, Vergader, Vergader1",100,200,821
492161.2743562,6659434.00063856,101106,0000023253,Ampère,Ampère - Feestzaal,"Feest, Hobby, Religiebeleving, Sport, Vergader, Vergader1",0,960,822
