X,Y,OBJECTID,CODE_OBJECT,ROEPNAAM_ZZ_OBJECT,NAAM_ZAAL,HOOFDFUNCTIE_ACTIVITEITSTYPE,MAX_ZITTEND,MAX_STAAND,ORIG_FID
492227.544400841,6658795.82736349,100285,0000007612,Ampere,Stedelijke fuifzaal,"Feest, Hobby, Logistiek, Religiebeleving, Sport, Vergader, Vergader1",,960,1
488251.604049814,6662848.79266301,100286,0000024982,"Scouts 21ste, De Karakol",Grote zaal,"Feest, Hobby, Repetitie, Vakantieactiviteit, Vergader, Vergader1",150,150,2
489523.098316905,6660276.32699858,100287,0000020755,De Ware Jacob,Café,"Feest, Repetitie",20,49,3
492201.641974742,6656120.84996271,100288,0000021200,Huize Berchem,Cafetaria afzonderlijk deel,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",28,40,4
492201.641974742,6656120.84996271,100289,0000021200,Huize Berchem,Polyvalente zaal,"Feest, Hobby, Sport, Vergader, Vergader1",30,30,5
490947.656315335,6656921.57487771,100290,0000000503,Koetshuis Harmoniewijk,Zaaltje,"Buurtactiviteit, Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",49,49,6
493226.92400421,6658091.57593914,100291,0000023632,May's,Zaaltje eerste verdieping,"Feest, Hobby, Religiebeleving, Sport, Vergader, Vergader1",40,40,7
492491.908175528,6659120.87139055,100292,0000008304,Jologie,Zaal eerste verdieping,"Feest, Hobby, Repetitie, Vergader, Vergader1",25,25,8
493526.729155108,6661209.01321064,100293,0000021565,Seefhoek,Cafetaria,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",120,120,9
493526.729155108,6661209.01321064,100294,0000021565,Seefhoek,Vergaderzaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",6,6,10
492616.108026603,6656696.63276473,100295,0000011977,RoodWit,Café,"Feest, Hobby, Repetitie, Vergader, Vergader1",49,99,11
485198.961994376,6653729.57682739,100296,0000023401,Portugesehof,Turnzaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",50,50,12
485198.961994376,6653729.57682739,100297,0000023401,Portugesehof,Cafetaria,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",250,628,13
488470.092128157,6658044.23990836,100298,0000008300,Pakhuis - Huisbrouwerij,Gelijkvloers,"Feest, Vergader, Vergader1",200,230,14
488470.092128157,6658044.23990836,100299,0000008300,Pakhuis - Huisbrouwerij,Bovenverdieping,"Feest, Hobby, Repetitie, Vergader, Vergader1",200,250,15
492009.612608304,6661556.20065411,100300,0000008083,Expohuis,Zaaltje,"Feest, Hobby, Repetitie, Vergader, Vergader1",,49,16
489720.317837662,6660054.64443644,100301,0000008194,De Kegelkluis,zaal,"Feest, Hobby, Sport, Vergader, Vergader1",,49,17
493633.650000035,6658699.2873539,100302,0000007842,Mistura,Polyvalente zaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",20,30,18
484280.990844831,6652600.99641024,100303,0000008506,De Lelie,Kleine zaal,"Feest, Vergader, Vergader1",45,80,19
494455.951527959,6659551.27283689,100304,0000010176,Bar Leon,Salon 1e verdieping,"Feest, Hobby",20,20,20
494455.951527959,6659551.27283689,100305,0000010176,Bar Leon,Vergaderruimte 2e verdieping,"Feest, Hobby, Vergader, Vergader1",12,,21
494455.951527959,6659551.27283689,100306,0000010176,Bar Leon,Cominatie 1e en 2e verdieping,"Feest, Hobby, Vergader, Vergader1",35,35,22
490000.161872978,6659552.33805057,100307,0000015797,Dreadlovers,Kelder,"Feest, Hobby, Repetitie, Vergader, Vergader1",10,20,23
489389.158646555,6650843.50221692,100308,0000013147,Mariënborgh,Grote Zaal,"Feest, Hobby, Vergader, Vergader1",85,150,24
489389.158646555,6650843.50221692,100309,0000013147,Mariënborgh,Cafetaria,Feest,80,100,25
489389.158646555,6650843.50221692,100310,0000013147,Mariënborgh,Combinatie café + zaal + terras,Feest,80,250,26
489389.158646555,6650843.50221692,100311,0000013147,Mariënborgh,70's Hoek,"Feest, Vergader, Vergader1",5,,27
489805.108204248,6659755.89485298,100312,0000012986,Mint Antwerp,Zaaltje,"Feest, Hobby, Vergader",20,20,28
492389.170913558,6660252.77031295,100313,0000008489,Bar Oscar,Breakout Room,"Feest, Hobby, Repetitie, Vergader, Vergader1",25,60,29
492389.170913558,6660252.77031295,100314,0000008489,Bar Oscar,Bar,"Feest, Hobby, Repetitie, Vergader, Vergader1",20,40,30
492389.170913558,6660252.77031295,100315,0000008489,Bar Oscar,Terras,"Feest, Hobby, Repetitie, Vergader, Vergader1",20,60,31
492389.170913558,6660252.77031295,100316,0000008489,Bar Oscar,Gebouw,"Feest, Hobby, Repetitie, Vergader, Vergader1",45,100,32
492128.875364848,6655803.3120642,100317,0000007944,De Nieuwe Vrede,Theaterzaal gelijkvloers,"Feest, Repetitie, Vergader, Vergader1",,,33
492128.875364848,6655803.3120642,100318,0000007944,De Nieuwe Vrede,Zuilenzaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",35,69,34
492128.875364848,6655803.3120642,100319,0000007944,De Nieuwe Vrede,Theatercafé gelijkvloers,"Feest, Hobby, Repetitie, Vergader",80,135,35
492411.33438483,6656109.07317751,100320,0000008028,Sonseveria,Zaal gelijkvloers,"Feest, Hobby, Vergader, Vergader1",30,60,36
490284.782004719,6660519.83103539,100321,0000010687,Persepolis,Restaurant,"Feest, Hobby, Repetitie, Vergader, Vergader1",49,49,37
493765.851550127,6658375.8831468,100322,0000012168,Fatima's Kitchen,Keuken,"Feest, Hobby, Vergader1",14,18,38
493765.851550127,6658375.8831468,100323,0000012168,Fatima's Kitchen,Eetkamer,"Feest, Hobby, Repetitie, Vergader, Vergader1",14,16,39
493765.851550127,6658375.8831468,100324,0000012168,Fatima's Kitchen,Benedenverdieping,"Feest, Hobby, Repetitie, Vergader, Vergader1",14,35,40
496005.815858395,6665933.95151452,100325,0000011655,Gouden Lotus,Cafetaria,"Feest, Hobby, Religiebeleving, Vergader, Vergader1",30,30,41
496055.22008658,6660324.39080583,100326,0000008244,Den Witten Hert,Grote kamer,"Feest, Hobby, Religiebeleving, Vergader, Vergader1",14,20,42
493861.863755121,6660624.3070366,100327,0000012810,De Garage,Zaaltje,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",40,49,43
493043.193638567,6660506.66974173,100328,0000010688,Klappei,Filmzaal,"Feest, Repetitie, Vergader, Vergader1",,,44
493043.193638567,6660506.66974173,100329,0000010688,Klappei,Cafetaria,"Feest, Hobby, Repetitie, Vergader, Vergader1",60,60,45
488518.523739427,6657666.07619755,100330,0000014833,Justitiepaleis Antwerpen,Wandelzaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",,299,46
489772.887944839,6658062.82513096,100331,0000022179,Tweetakt,Opleidingszaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",25,36,47
494202.964615316,6659920.66815275,100332,0000009451,Salon El Corazon,Eerste verdieping,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",49,49,48
494202.964615316,6659920.66815275,100333,0000009451,Salon El Corazon,Gelijkvloers,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",49,49,49
495566.12077804,6665756.01750775,100334,0000023916,De Zwerfkeuken,Huiskamer,"Feest, Hobby, Religiebeleving, Vergader, Vergader1",22,35,50
490440.090402787,6660383.55697882,100335,0000014603,Noordteater,Theaterzaal,"Feest, Repetitie, Vergader, Vergader1",,,51
490440.090402787,6660383.55697882,100336,0000014603,Noordteater,Foyer,"Feest, Hobby, Repetitie, Vergader, Vergader1",80,100,52
490725.109449789,6660960.96337555,100337,0000008401,Publik,Zaal,"Feest, Repetitie, Vergader",,325,53
489878.955241932,6660787.68192121,100338,0000010820,In de Gloria,Zaaltje,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",45,45,54
487894.671450398,6653712.14369528,100339,0000023837,Café Athletiek,Zaaltje,"Feest, Hobby, Repetitie, Vergader, Vergader1",30,49,55
496468.978386326,6657295.98953538,100340,0000020455,The Cathouse vzw,Leefruimte,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",20,35,56
492140.933530744,6670437.70986123,100341,0000000561,'t Velt,Refter,"Feest, Hobby, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",49,49,57
492140.933530744,6670437.70986123,100342,0000000561,'t Velt,Salon,"Feest, Hobby, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",30,30,58
492191.348401488,6656350.2592196,100343,0000023594,eyeLoco,Combinatie verschillende ruimten,"Feest, Repetitie, Vergader, Vergader1",50,200,59
493678.990925035,6658558.79767408,100344,0000013127,Spartacus Borgerhout vzw,Zaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",80,130,60
491209.314667076,6658169.53300849,100345,0000021451,Buurthuis De Reus,Zaal gelijkvloers,"Feest, Hobby, Repetitie, Vergader, Vergader1",40,49,61
492527.274909863,6652425.84255956,100346,0000013304,Boven den Oven,Verbruikerszaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",30,,62
492956.760287338,6653757.99295127,100347,0000013001,De Ketel,Zaaltje,"Feest, Hobby, Repetitie, Vergader, Vergader1",20,20,63
493396.938402966,6661946.95131171,100348,0000009346,Den Abattoir,Restaurant,"Feest, Vergader",50,50,64
489442.931125018,6658128.86122969,100349,0000025002,Local 51,Oranje Zaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",,,65
489442.931125018,6658128.86122969,100350,0000025002,Local 51,Blauwe Zaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",,,66
489442.931125018,6658128.86122969,100351,0000025002,Local 51,Witte Zaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",49,49,67
483762.622578374,6653046.7897812,100352,0000023518,Groen Zuid,Cafetaria,"Feest, Hobby, Repetitie, Vergader, Vergader1",100,250,68
483762.622578374,6653046.7897812,100353,0000023518,Groen Zuid,Polyvalente zaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",25,50,69
496186.22717115,6660348.0711066,100354,0000009166,Fair Play,Achterzaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",99,99,70
494332.424161099,6664065.23738176,100355,0000011650,Zaal Bart,Grote Vergaderzaal,"Feest, Hobby, Religiebeleving, Vergader, Vergader1",50,50,71
494332.424161099,6664065.23738176,100356,0000011650,Zaal Bart,Grote Feestzaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",80,80,72
494332.424161099,6664065.23738176,100357,0000011650,Zaal Bart,Kleine Feestzaal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",50,50,73
494332.424161099,6664065.23738176,100358,0000011650,Zaal Bart,Theaterzaal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",250,250,74
492076.61409654,6671541.36362891,100359,0000000071,ABC Wijkcentrum,Polyvalente zaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",10,30,75
484747.746553571,6652436.97034686,100360,0000023326,Jeugdhuis Joh,Zaaltje,"Feest, Hobby, Vakantieactiviteit, Vergader, Vergader1",60,150,76
490091.426639345,6660657.21544454,100361,0000023224,De Taloorkes,Kelder,"Feest, Hobby, Repetitie, Vergader, Vergader1",50,65,77
487315.299508142,6661207.91877812,100362,0000025750,Leftbanq,Theaterzaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",90,149,78
483026.543206319,6652065.5101599,100363,0000009802,Gildenhuis Moretusburg,Café,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",35,49,79
483026.543206319,6652065.5101599,100364,0000009802,Gildenhuis Moretusburg,Grote Zaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",150,249,80
491004.66299714,6657442.18222704,100365,0000023015,Luz,Polyvalente zaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",49,49,81
489707.731245208,6659321.25877496,100366,0000008303,Den Aalmoezenier,Zaal,"Feest, Hobby, Repetitie",,300,82
491584.281704717,6659684.24574195,100367,0000021206,Louis Louis,Louis Louis - gelijkvloerse zaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",40,50,83
491066.931998917,6660295.30356912,100368,0000003994,"Vlaams Fruit, Het Klokhuis",Theaterzaal,"Feest, Repetitie, Vergader, Vergader1",,,84
491066.931998917,6660295.30356912,100369,0000003994,"Vlaams Fruit, Het Klokhuis",Foyer,"Feest, Hobby, Vergader, Vergader1",60,60,85
491066.931998917,6660295.30356912,100370,0000003994,"Vlaams Fruit, Het Klokhuis",Graf van Rubens,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",75,100,86
492747.400266407,6661481.20380135,100371,0000012987,'t Faboert,Zaal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",49,49,87
494158.412183587,6673527.01294075,100372,0000001378,Wijkcentrum Mariaburg,Ontmoetingsruimte,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",49,49,88
488941.04948826,6657301.15699728,100373,0000020478,Venue219,Zaaltje,Feest,40,75,89
490409.630401561,6661234.46969611,100374,0000013046,Goesting,Falcongalerij,"Feest, Hobby, Repetitie, Vergader, Vergader1",24,30,90
490409.630401561,6661234.46969611,100375,0000013046,Goesting,Kelder,"Feest, Hobby, Repetitie, Vergader1",10,20,91
490409.630401561,6661234.46969611,100376,0000013046,Goesting,Café,"Feest, Hobby, Repetitie",30,49,92
497140.926852725,6657993.34247689,100377,0000012872,Doce Delicia,Feestzaal,"Feest, Hobby, Vergader, Vergader1",49,49,93
491708.261756392,6660357.88778031,100378,0000024180,Area,Polyvalente ruimte,"Feest, Hobby, Repetitie, Vergader, Vergader1",120,200,94
490483.253887679,6660335.12339636,100379,0000012391,Den Beulebak,Benedenzaal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",49,49,95
490483.253887679,6660335.12339636,100380,0000012391,Den Beulebak,Gobelijnzaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",12,49,96
490483.253887679,6660335.12339636,100381,0000012391,Den Beulebak,Bovenzaal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",49,49,97
496584.625134001,6662287.94866379,100382,0000000949,De Rode Valken,Lokaal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",50,75,98
491957.819955867,6656691.32389286,100383,0000025609,Kornél,Atelier,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",25,49,99
491957.819955867,6656691.32389286,100384,0000025609,Kornél,Combinatie verbruikerszaal + atelier,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",40,80,100
489778.417582892,6660604.9677572,100385,0000012776,Den Bengel,Zaal eerste verdieping,"Feest, Religiebeleving, Repetitie, Vergader, Vergader1",60,100,101
489778.417582892,6660604.9677572,100386,0000012776,Den Bengel,Zaal tweede verdieping,"Feest, Religiebeleving, Repetitie, Vergader, Vergader1",50,50,102
489778.417582892,6660604.9677572,100387,0000012776,Den Bengel,Zaal derde verdieping,"Feest, Repetitie, Vergader, Vergader1",60,70,103
497876.06531888,6660352.41811718,100388,0000008203,'t Ezeltje,'t Ezeltje - Ezelzaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",50,70,104
492649.149528433,6660546.33403176,100389,0000008550,Fabriek Noord,Laaddok,"Feest, Hobby, Repetitie, Vergader, Vergader1",99,99,105
492649.149528433,6660546.33403176,100390,0000008550,Fabriek Noord,Kelder,"Feest, Hobby, Repetitie",,49,106
489078.740170556,6651628.01471497,100391,0000000387,Cultuur Centrum De Kern,Foyer,"Feest, Repetitie, Vergader, Vergader1",50,80,107
489078.740170556,6651628.01471497,100392,0000000387,Cultuur Centrum De Kern,Schouwburg,"Feest, Hobby, Repetitie",,,108
490311.900335191,6660575.11493611,100393,0000015808,ViaVia Antwerpen,Intimo,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",20,40,109
490311.900335191,6660575.11493611,100394,0000015808,ViaVia Antwerpen,Mezzanine,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",20,40,110
490311.900335191,6660575.11493611,100395,0000015808,ViaVia Antwerpen,Gebouw met Café,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",60,99,111
492589.215644518,6660089.96375722,100396,0000008057,"Live Love, Love Life",Danszaal,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",60,80,112
493247.996527089,6659931.60527795,100397,0000009791,Dreambuilding,De Tempel,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",24,40,113
493247.996527089,6659931.60527795,100398,0000009791,Dreambuilding,De Loft,"Feest, Hobby, Repetitie, Vergader, Vergader1",50,120,114
493523.121268903,6660181.47679435,100399,0000007918,Sint-Willibrordus,Pagadder,"Buurtactiviteit, Feest, Hobby, Repetitie, Vakantieactiviteit, Vergader, Vergader1",35,35,115
493523.121268903,6660181.47679435,100400,0000007918,Sint-Willibrordus,Wapper,"Buurtactiviteit, Feest, Hobby, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",40,40,116
493523.121268903,6660181.47679435,100401,0000007918,Sint-Willibrordus,Brabo,"Buurtactiviteit, Feest, Hobby, Repetitie, Sport, Vakantieactiviteit, Vergader, Vergader1",90,100,117
492150.473571749,6660616.21126874,100402,0000001293,Permeke Kubus,Eerste Verdieping,"Feest, Hobby, Repetitie, Vergader, Vergader1",20,20,118
492150.473571749,6660616.21126874,100403,0000001293,Permeke Kubus,Tweede Verdieping,"Feest, Hobby, Repetitie, Vergader, Vergader1",80,80,119
492150.473571749,6660616.21126874,100404,0000001293,Permeke Kubus,Modulair 1 + 2,"Feest, Hobby, Repetitie, Vergader, Vergader1",100,100,120
496788.520710475,6660715.39767137,100405,0000008184,De Volksvriend,Café,"Feest, Hobby, Repetitie, Vergader",49,49,121
490157.219371766,6661673.48004853,100406,0000023100,Nautiv,Bonapartezaal,"Feest, Repetitie, Vergader",60,80,122
490157.219371766,6661673.48004853,100407,0000023100,Nautiv,Aldegondiszaal,"Feest, Repetitie, Vergader, Vergader1",90,120,123
490157.219371766,6661673.48004853,100408,0000023100,Nautiv,Aldegondis en Bonapartezaal,"Feest, Repetitie, Vergader, Vergader1",150,200,124
487944.096671768,6659404.61847731,100409,0000008483,Lange Wapper,Feestzaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",50,100,125
491011.686468012,6660239.23004001,100410,0000003279,"Vlaams Fruit, Het Appeltje",Theaterzaal,"Feest, Repetitie, Vergader, Vergader1",,,126
491011.686468012,6660239.23004001,100411,0000003279,"Vlaams Fruit, Het Appeltje",Foyer,"Feest, Hobby, Vergader, Vergader1",40,40,127
487459.279559284,6654777.19001994,100412,0000023819,Madrassa Attailime Ar-Rahma Vzw,Grote zaal,"Feest, Hobby, Religiebeleving, Vergader, Vergader1",49,49,128
487459.279559284,6654777.19001994,100413,0000023819,Madrassa Attailime Ar-Rahma Vzw,Leslokaal 1,"Feest, Hobby, Religiebeleving, Vergader, Vergader1",20,20,129
487459.279559284,6654777.19001994,100414,0000023819,Madrassa Attailime Ar-Rahma Vzw,Leslokaal 2,"Feest, Hobby, Religiebeleving, Vergader, Vergader1",20,20,130
487459.279559284,6654777.19001994,100415,0000023819,Madrassa Attailime Ar-Rahma Vzw,Kleine zaal,"Feest, Hobby, Religiebeleving, Vergader, Vergader1",20,20,131
493471.021409667,6659118.80716263,100416,0000013404,Mokkakapot,Café,"Feest, Hobby, Repetitie, Vergader, Vergader1",40,49,132
490343.589695951,6659979.89272068,100417,0000023831,Monico Meir,M'Air,"Feest, Repetitie, Sport, Vergader, Vergader1",65,80,133
490343.589695951,6659979.89272068,100418,0000023831,Monico Meir,R'Cord,"Feest, Sport, Vergader, Vergader1",20,20,134
489601.504411518,6659622.01068195,100419,0000011981,Ontmoeting vzw,Expecto,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",125,125,135
489601.504411518,6659622.01068195,100420,0000011981,Ontmoeting vzw,Why Waai,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",99,99,136
489601.504411518,6659622.01068195,100421,0000011981,Ontmoeting vzw,Clicherie,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",60,60,137
484559.451284455,6651653.70478568,100422,0000000119,Oranjerie Park Sorghvliedt,Zaaltje,"Feest, Hobby, Repetitie, Vergader, Vergader1",49,49,138
491071.777329766,6662400.24724675,100423,0000013695,Bas-île,Grote zaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",60,150,139
485610.257884444,6651202.7934073,100424,0000008518,De Leuvenaar,Vergaderzaal,"Feest, Hobby, Repetitie, Vergader, Vergader1",35,50,140
497101.675483076,6657563.73957894,100425,0000008302,Chiro Icarus,Lokaal 1,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",25,30,141
497101.675483076,6657563.73957894,100426,0000008302,Chiro Icarus,Lokaal 2,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",20,25,142
497101.675483076,6657563.73957894,100427,0000008302,Chiro Icarus,Lokaal 3,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",20,25,143
497101.675483076,6657563.73957894,100428,0000008302,Chiro Icarus,Lokaal 4,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",25,30,144
497101.675483076,6657563.73957894,100429,0000008302,Chiro Icarus,Lokaal 5,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",10,15,145
490785.790548113,6658337.40706319,100430,0000008279,Continu,Achterzaal,Feest,80,80,146
499024.028407084,6662119.7132037,100431,0000010821,Mickey's Place,Mickey's Place - Vergaderzaal,"Feest, Hobby, Vergader, Vergader1",12,20,147
488443.416920217,6660013.74721328,100432,0000008457,Captain's Lounge,Clubhuis,"Feest, Hobby, Religiebeleving, Repetitie, Vergader",150,170,148
488443.416920217,6660013.74721328,100433,0000008457,Captain's Lounge,Tent,"Feest, Hobby, Religiebeleving, Repetitie, Vergader",150,150,149
488362.207279181,6651118.69326006,100434,0000012988,'t Spant,Spiegelzaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",70,120,150
488362.207279181,6651118.69326006,100435,0000012988,'t Spant,Café,Feest,35,100,151
490624.566006182,6661405.8543238,100436,0000007915,De Lokeend,Pakhuis,"Feest, Religiebeleving, Repetitie, Vergader, Vergader1",75,125,152
490624.566006182,6661405.8543238,100437,0000007915,De Lokeend,Voorhuis,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",40,60,153
490077.033556154,6657824.02990693,100438,0000010211,Studios 123,Danszaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",99,99,154
493344.394090171,6657814.36746756,100439,0000002449,Het Roze Huis,Grote Zaal,"Feest, Hobby, Religiebeleving, Vergader, Vergader1",25,50,155
493344.394090171,6657814.36746756,100440,0000002449,Het Roze Huis,Zolderzaal,"Feest, Hobby, Religiebeleving, Vergader, Vergader1",70,90,156
497149.573959166,6662503.81383286,100441,0000008352,Picass,Danscafé,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",50,150,157
494069.076990384,6660454.11563768,100442,0000007769,Piste 05,Grote Piste gelijkvloers,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",49,49,158
494069.076990384,6660454.11563768,100443,0000007769,Piste 05,Kleine Piste gelijkvloers,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",49,49,159
494069.076990384,6660454.11563768,100444,0000007769,Piste 05,Modulaire zaal grote en kleine Piste,"Feest, Hobby, Religiebeleving, Repetitie, Sport, Vergader, Vergader1",80,100,160
493035.82918916,6657784.7531422,100445,0000025283,House of Ape,Vergaderzaal,"Feest, Hobby, Vergader, Vergader1",20,,161
493035.82918916,6657784.7531422,100446,0000025283,House of Ape,Meetingroom,"Feest, Hobby, Repetitie, Vergader, Vergader1",32,70,162
490092.910819774,6661230.96866349,100447,0000007959,'t Kwartier,Zaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",80,120,163
487858.284164171,6661271.46714465,100448,0000020940,Dakappartement Image,Ontmoetingsruimte,"Feest, Hobby, Vergader, Vergader1",49,49,164
490421.27496361,6661610.77897728,100449,0000024140,Restaurant Marcel,La Mathilde,"Feest, Religiebeleving, Repetitie, Vergader, Vergader1",50,60,165
490421.27496361,6661610.77897728,100450,0000024140,Restaurant Marcel,La Madeleine,"Feest, Religiebeleving, Repetitie, Vergader, Vergader1",20,20,166
491420.889700889,6662899.42000065,100451,0000008103,'t Zwaantje,Clubboot,"Feest, Hobby, Religiebeleving, Vergader, Vergader1",49,49,167
492796.53879092,6660082.52389225,100452,0000010056,Local Office,Feestzaal Colonia,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",50,100,168
493205.327758966,6656763.29954255,100453,0000007858,Lebowski's,Combinatie café + zaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",60,97,169
493205.327758966,6656763.29954255,100454,0000007858,Lebowski's,Zaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",40,60,170
493205.327758966,6656763.29954255,100455,0000007858,Lebowski's,Lodge,"Feest, Hobby, Religiebeleving, Vergader, Vergader1",12,20,171
490121.224803103,6660619.25930168,100456,0000012968,De Groene Waterman,Kelder,"Feest, Hobby, Repetitie, Vergader, Vergader1",90,90,172
488670.191762614,6660850.58546322,100457,0000000970,Ontmoetingsruimte Thonetje,Polyvalente zaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",49,49,173
493480.36583161,6659030.05890813,100458,0000007811,Madam Fortuna,Zaal gelijkvloers,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",,120,174
477552.515426286,6675325.29374128,100459,0000013158,Het Landshuis,Restaurant,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",16,16,175
477552.515426286,6675325.29374128,100460,0000013158,Het Landshuis,Raadzaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",36,36,176
477552.515426286,6675325.29374128,100461,0000013158,Het Landshuis,Banketzaal,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",60,60,177
477552.515426286,6675325.29374128,100462,0000013158,Het Landshuis,'t Schoon Verdiep,"Feest, Hobby, Religiebeleving, Repetitie, Vergader, Vergader1",24,24,178
494661.18688831,6660208.06112557,100463,0000007789,Zermatt,Gelijkvloers,"Feest, Hobby, Repetitie, Vergader, Vergader1",36,49,179
489004.245058327,6658535.24959742,100464,0000024179,Platform Bernaerts,Musemzaal,"Feest, Hobby, Vergader, Vergader1",250,250,180
489004.245058327,6658535.24959742,100465,0000024179,Platform Bernaerts,Verlatzaal,"Feest, Vergader, Vergader1",250,250,181
489004.245058327,6658535.24959742,100466,0000024179,Platform Bernaerts,Auditorium,"Feest, Vergader, Vergader1",250,250,182
489004.245058327,6658535.24959742,100467,0000024179,Platform Bernaerts,Terras,"Feest, Vergader, Vergader1",100,40,183
496035.025089934,6659370.12411528,100468,0000007740,Mariagaarde,Turnzaal,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",49,49,184
496035.025089934,6659370.12411528,100469,0000007740,Mariagaarde,Refter,"Feest, Hobby, Repetitie, Vergader, Vergader1",140,140,185
498789.593448804,6658385.93402926,100470,0000012390,Kleuterschool voor Honden,Kantine,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",60,80,186
494015.780954213,6658555.62496316,100471,0000012510,PAX,Grote Zaal en Foyer,"Feest, Hobby, Repetitie, Sport, Vergader, Vergader1",70,200,187
