X,Y,OBJECTID,Straatnaam,Huisnummer,District,Postcode,Type,Start_Date,End_Date,GISID,Exploitant,AC_DC,Publiek,Autodelen,Taxi,Onst_Offst,NAAM,Opmerking
490785.146738632,6661520.37603003,209964,Oudeleeuwenrui,58,Antwerpen Centrum,2000,Type2,2022-12-16,,EVChargingStation:BE*TCB*E100249*2,Total Belgium,AC,,,,straatparkeren,Oudeleeuwenrui 58,
497571.955418458,6658329.19649903,209965,Boterlaarbaan,214,Deurne,2100,Type2,2022-12-16,,EVChargingStation:BE*TCB*E100207*1,Total Belgium,AC,,,,straatparkeren,Boterlaarbaan 214,
497571.955418458,6658329.19649903,209966,Boterlaarbaan,214,Deurne,2100,Type2,2022-12-16,,EVChargingStation:BE*TCB*E100207*2,Total Belgium,AC,,,,straatparkeren,Boterlaarbaan 214,
497077.237509801,6656540.59371176,209967,Adelbert kennisplein,19,Deurne,2100,Type2,2022-12-16,,EVChargingStation:BE*TCB*E100108*1,Total Belgium,AC,,,,straatparkeren,Adelbert kennisplein 19,
497077.237509801,6656540.59371176,209968,Adelbert kennisplein,19,Deurne,2100,Type2,2022-12-16,,EVChargingStation:BE*TCB*E100108*2,Total Belgium,AC,,,,straatparkeren,Adelbert kennisplein 19,
491830.952569614,6658384.10293956,209969,Charlottalei,14,Antwerpen Zuid,2018,Type2,2022-12-16,,EVChargingStation:BE*TCB*E100244*1,Total Belgium,AC,,,,straatparkeren,Charlottalei 14,
491830.952569614,6658384.10293956,209970,Charlottalei,14,Antwerpen Zuid,2018,Type2,2022-12-16,,EVChargingStation:BE*TCB*E100244*2,Total Belgium,AC,,,,straatparkeren,Charlottalei 14,
492464.053438461,6660939.94554066,209971,Nachtegaalstraat,2,Antwerpen,2060,Type2,2022-12-16,,EVChargingStation:BE*TCB*E100251*1,Total Belgium,AC,,,,straatparkeren,Nachtegaalstraat 2,
492464.053438461,6660939.94554066,209972,Nachtegaalstraat,2,Antwerpen,2060,Type2,2022-12-16,,EVChargingStation:BE*TCB*E100251*2,Total Belgium,AC,,,,straatparkeren,Nachtegaalstraat 2,
491244.617342277,6659466.67967163,209973,Frankrijklei,94,Antwerpen,2000,Type2,2022-12-16,,EVChargingStation:BE*TCB*E100250*1,Total Belgium,AC,,,,straatparkeren,Frankrijklei 94,
491244.617342277,6659466.67967163,209974,Frankrijklei,94,Antwerpen,2000,Type2,2022-12-16,,EVChargingStation:BE*TCB*E100250*2,Total Belgium,AC,,,,straatparkeren,Frankrijklei 94,
494085.050058839,6664841.68707149,209975,Gudrunlaan,41,Merksem,2170,Type2,2022-12-16,,EVChargingStation:BE*TCB*E100245*1,Total Belgium,AC,,,,straatparkeren,Gudrunlaan 41,
494085.050058839,6664841.68707149,209976,Gudrunlaan,41,Merksem,2170,Type2,2022-12-16,,EVChargingStation:BE*TCB*E100245*2,Total Belgium,AC,,,,straatparkeren,Gudrunlaan 41,
489598.992377779,6659436.17355132,209977,Salm-Salmstraat,5,Antwerpen Centrum,2000,Type2,2022-12-16,,EVChargingStation:BE*TCB*E100241*1,Total Belgium,AC,,,,straatparkeren,Salm-Salmstraat 5,
489598.992377779,6659436.17355132,209978,Salm-Salmstraat,5,Antwerpen Centrum,2000,Type2,2022-12-16,,EVChargingStation:BE*TCB*E100241*2,Total Belgium,AC,,,,straatparkeren,Salm-Salmstraat 5,
490826.335981785,6656010.66400913,209979,Karel Oomsstraat,44,Antwerpen Zuid,2018,Type2,2022-12-16,,EVChargingStation:BE*TCB*E100243*1,Total Belgium,AC,,,,straatparkeren,Karel Oomsstraat 44,
490826.335981785,6656010.66400913,209980,Karel Oomsstraat,44,Antwerpen Zuid,2018,Type2,2022-12-16,,EVChargingStation:BE*TCB*E100243*2,Total Belgium,AC,,,,straatparkeren,Karel Oomsstraat 44,
494068.117801137,6666963.90916013,209981,Laarsebaan,342,Merksem,2170,Type2,2022-12-16,,EVChargingStation:BE*TCB*E100248*1,Total Belgium,AC,,,,straatparkeren,Laarsebaan 342,
494068.117801137,6666963.90916013,209982,Laarsebaan,342,Merksem,2170,Type2,2022-12-16,,EVChargingStation:BE*TCB*E100248*2,Total Belgium,AC,,,,straatparkeren,Laarsebaan 342,
492669.051673652,6656085.2041573,209983,Vredestraat,110,Berchem,2600,Type2,2022-12-16,,EVChargingStation:BE*TCB*E100434*1,Total Belgium,AC,,,,straatparkeren,Vredestraat 110,
492669.051673652,6656085.2041573,209984,Vredestraat,110,Berchem,2600,Type2,2022-12-16,,EVChargingStation:BE*TCB*E100434*2,Total Belgium,AC,,,,straatparkeren,Vredestraat 110,
491594.315543098,6656170.58847217,209985,Frederik de Merodestraat,21,Berchem,2600,Type2,2023-01-10,,EVChargingStation:BE*TCB*E100269*1,Total Belgium,AC,,,,straatparkeren,Frederik de Merodestraat 21,
491594.315543098,6656170.58847217,209986,Frederik de Merodestraat,21,Berchem,2600,Type2,2023-01-10,,EVChargingStation:BE*TCB*E100269*2,Total Belgium,AC,,,,straatparkeren,Frederik de Merodestraat 21,
491370.100967528,6658040.44733463,209987,Lange Leemstraat,132,Antwerpen,2018,Type2,2023-01-12,,EVChargingStation:BE*TCB*E100303*1,Total Belgium,AC,,,,straatparkeren,Lange Leemstraat 132,
491370.100967528,6658040.44733463,209988,Lange Leemstraat,132,Antwerpen,2018,Type2,2023-01-12,,EVChargingStation:BE*TCB*E100303*2,Total Belgium,AC,,,,straatparkeren,Lange Leemstraat 132,
491370.100967528,6658040.44733463,209989,Lange Leemstraat,132,Antwerpen,2018,Type2,2023-01-12,,EVChargingStation:BE*TCB*E100302*1,Total Belgium,AC,,,,straatparkeren,Lange Leemstraat 132,
491370.100967528,6658040.44733463,209990,Lange Leemstraat,132,Antwerpen,2018,Type2,2023-01-12,,EVChargingStation:BE*TCB*E100302*2,Total Belgium,AC,,,,straatparkeren,Lange Leemstraat 132,
492352.796888844,6666312.52988395,209991,Venezuelastraat,3,Antwerpen,2030,Type2,2023-01-12,,EVChargingStation:BE*TCB*E100265*1,Total Belgium,AC,,,,straatparkeren,Venezuelastraat 3,
492352.796888844,6666312.52988395,209992,Venezuelastraat,3,Antwerpen,2030,Type2,2023-01-12,,EVChargingStation:BE*TCB*E100265*2,Total Belgium,AC,,,,straatparkeren,Venezuelastraat 3,
495346.685310555,6665203.94526957,209993,Van Heybeeckstraat,9,Merksem,2170,Type2,2023-01-12,,EVChargingStation:BE*TCB*E100266*1,Total Belgium,AC,,,,straatparkeren,Van Heybeeckstraat 9,
495346.685310555,6665203.94526957,209994,Van Heybeeckstraat,9,Merksem,2170,Type2,2023-01-12,,EVChargingStation:BE*TCB*E100266*2,Total Belgium,AC,,,,straatparkeren,Van Heybeeckstraat 9,
495681.891426419,6659114.16414036,209995,Collegelaan,36,Borgerhout,2140,Type2,2023-01-12,,EVChargingStation:BE*TCB*E100257*1,Total Belgium,AC,,,,straatparkeren,Collegelaan 36,
495681.891426419,6659114.16414036,209996,Collegelaan,36,Borgerhout,2140,Type2,2023-01-12,,EVChargingStation:BE*TCB*E100257*2,Total Belgium,AC,,,,straatparkeren,Collegelaan 36,
493293.978446048,6659711.41387258,209997,Helmstraat,26,Borgerhout,2140,Type2,2023-01-12,,EVChargingStation:BE*TCB*E100260*1,Total Belgium,AC,,,,straatparkeren,Helmstraat 26,
493293.978446048,6659711.41387258,209998,Helmstraat,26,Borgerhout,2140,Type2,2023-01-12,,EVChargingStation:BE*TCB*E100260*2,Total Belgium,AC,,,,straatparkeren,Helmstraat 26,
490371.589867427,6658918.2561371,209999,Schermersstraat,28,Antwerpen Centrum,2000,Type2,2023-01-12,,EVChargingStation:BE*TCB*E100256*1,Total Belgium,AC,,,,straatparkeren,Schermersstraat 28,
490371.589867427,6658918.2561371,210000,Schermersstraat,28,Antwerpen Centrum,2000,Type2,2023-01-12,,EVChargingStation:BE*TCB*E100256*2,Total Belgium,AC,,,,straatparkeren,Schermersstraat 28,
496755.67269766,6660640.25228891,210001,Gallifortlei,63,Deurne,2100,Type2,2023-01-12,,EVChargingStation:BE*TCB*E100259*1,Total Belgium,AC,,,,straatparkeren,Gallifortlei 63,
496755.67269766,6660640.25228891,210002,Gallifortlei,63,Deurne,2100,Type2,2023-01-12,,EVChargingStation:BE*TCB*E100259*2,Total Belgium,AC,,,,straatparkeren,Gallifortlei 63,
493407.676642345,6653979.3506704,210003,De Roest d Alkemadelaan,4,Berchem,2600,Type2,2023-01-13,,EVChargingStation:BE*TCB*E100253*1,Total Belgium,AC,,,,straatparkeren,De Roest d Alkemadelaan 4,
493407.676642345,6653979.3506704,210004,De Roest d Alkemadelaan,4,Berchem,2600,Type2,2023-01-13,,EVChargingStation:BE*TCB*E100253*2,Total Belgium,AC,,,,straatparkeren,De Roest d Alkemadelaan 4,
493407.676642345,6653979.3506704,210005,De Roest d Alkemadelaan,4,Berchem,2600,Type2,2023-01-13,,EVChargingStation:BE*TCB*E100254*1,Total Belgium,AC,,,,straatparkeren,De Roest d Alkemadelaan 4,
493407.676642345,6653979.3506704,210006,De Roest d Alkemadelaan,4,Berchem,2600,Type2,2023-01-13,,EVChargingStation:BE*TCB*E100254*2,Total Belgium,AC,,,,straatparkeren,De Roest d Alkemadelaan 4,
488365.809326792,6661740.08309421,210007,Gloriantlaan,,Antwerpen Linkeroever,2050,Type2,2023-01-13,,EVChargingStation:BE*TCB*E100357*1,Total Belgium,AC,,,,straatparkeren,Gloriantlaan ,
488365.809326792,6661740.08309421,210008,Gloriantlaan,,Antwerpen Linkeroever,2050,Type2,2023-01-13,,EVChargingStation:BE*TCB*E100357*2,Total Belgium,AC,,,,straatparkeren,Gloriantlaan ,
488844.813404087,6657949.6222237,210009,Lambermontplaats,18,Antwerpen Centrum,2000,Type2,2023-01-13,,EVChargingStation:BE*TCB*E100255*1,Total Belgium,AC,,,,straatparkeren,Lambermontplaats 18,
488844.813404087,6657949.6222237,210010,Lambermontplaats,18,Antwerpen Centrum,2000,Type2,2023-01-13,,EVChargingStation:BE*TCB*E100255*2,Total Belgium,AC,,,,straatparkeren,Lambermontplaats 18,
492606.308885383,6653831.66350844,210011,Troyentenhoflaan,89,Antwerpen,2600,Type2,2023-01-20,,EVChargingStation:BE*TCB*E100272*1,Total Belgium,AC,,,,straatparkeren,Troyentenhoflaan 89,
492606.308885383,6653831.66350844,210012,Troyentenhoflaan,89,Antwerpen,2600,Type2,2023-01-20,,EVChargingStation:BE*TCB*E100272*2,Total Belgium,AC,,,,straatparkeren,Troyentenhoflaan 89,
486124.877522734,6659856.49829651,210013,Frederic Bruynseelslaan,12,Antwerpen,2050,Type2,2023-01-20,,EVChargingStation:BE*TCB*E100229*1,Total Belgium,AC,,,,straatparkeren,Frederic Bruynseelslaan 12,
486124.877522734,6659856.49829651,210014,Frederic Bruynseelslaan,12,Antwerpen,2050,Type2,2023-01-20,,EVChargingStation:BE*TCB*E100229*2,Total Belgium,AC,,,,straatparkeren,Frederic Bruynseelslaan 12,
490376.208735603,6661672.94929557,210015,Van Schoonbekeplein,4,Antwerpen Centrum,2000,Type2,2023-01-20,,EVChargingStation:BE*TCB*E100274*1,Total Belgium,AC,,,,straatparkeren,Van Schoonbekeplein 4,
490376.208735603,6661672.94929557,210016,Van Schoonbekeplein,4,Antwerpen Centrum,2000,Type2,2023-01-20,,EVChargingStation:BE*TCB*E100274*2,Total Belgium,AC,,,,straatparkeren,Van Schoonbekeplein 4,
493107.503446175,6657910.98620989,210017,Filomenastraat,3,Antwerpen Zuid,2018,Type2,2023-01-20,,EVChargingStation:BE*TCB*E100263*1,Total Belgium,AC,,,,straatparkeren,Filomenastraat 3,
493107.503446175,6657910.98620989,210018,Filomenastraat,3,Antwerpen Zuid,2018,Type2,2023-01-20,,EVChargingStation:BE*TCB*E100263*2,Total Belgium,AC,,,,straatparkeren,Filomenastraat 3,
491965.832117794,6659047.7318002,210019,Lange Kievitstraat,57,Antwerpen Zuid,2018,Type2,2023-01-20,,EVChargingStation:BE*TCB*E100261*1,Total Belgium,AC,,,,straatparkeren,Lange Kievitstraat 57,
491965.832117794,6659047.7318002,210020,Lange Kievitstraat,57,Antwerpen Zuid,2018,Type2,2023-01-20,,EVChargingStation:BE*TCB*E100261*2,Total Belgium,AC,,,,straatparkeren,Lange Kievitstraat 57,
489144.138429672,6657792.37383329,210021,Amerikalei,155,Antwerpen Centrum,2000,Type2,2023-01-20,,EVChargingStation:BE*TCB*E100271*1,Total Belgium,AC,,,,straatparkeren,Amerikalei 155,
489144.138429672,6657792.37383329,210022,Amerikalei,155,Antwerpen Centrum,2000,Type2,2023-01-20,,EVChargingStation:BE*TCB*E100271*2,Total Belgium,AC,,,,straatparkeren,Amerikalei 155,
494532.043691234,6654164.97962677,210023,Fruithoflaan,122,Berchem,2600,Type2,2023-01-20,,EVChargingStation:BE*TCB*E100273*1,Total Belgium,AC,,,,straatparkeren,Fruithoflaan 122,
494532.043691234,6654164.97962677,210024,Fruithoflaan,122,Berchem,2600,Type2,2023-01-20,,EVChargingStation:BE*TCB*E100273*2,Total Belgium,AC,,,,straatparkeren,Fruithoflaan 122,
490472.285577164,6660887.05852674,210025,Mutsaardstraat,38,Antwerpen,2000,Type2,2023-01-20,,EVChargingStation:BE*TCB*E100267*1,Total Belgium,AC,,,,straatparkeren,Mutsaardstraat 38,
490472.285577164,6660887.05852674,210026,Mutsaardstraat,38,Antwerpen,2000,Type2,2023-01-20,,EVChargingStation:BE*TCB*E100267*2,Total Belgium,AC,,,,straatparkeren,Mutsaardstraat 38,
490683.440262789,6653433.32757888,210027,Dennenlaan,1,Antwerpen Kiel,2020,Type2,2023-02-02,,EVChargingStation:BE*TCB*E100279*1,Total Belgium,AC,,,,straatparkeren,Dennenlaan 1,
490683.440262789,6653433.32757888,210028,Dennenlaan,1,Antwerpen Kiel,2020,Type2,2023-02-02,,EVChargingStation:BE*TCB*E100279*2,Total Belgium,AC,,,,straatparkeren,Dennenlaan 1,
491493.089944556,6657153.24460863,210029,Haringrodestraat,52,Antwerpen Zuid,2018,Type2,2023-02-02,,EVChargingStation:BE*TCB*E100278*1,Total Belgium,AC,,,,straatparkeren,Haringrodestraat 52,
491493.089944556,6657153.24460863,210030,Haringrodestraat,52,Antwerpen Zuid,2018,Type2,2023-02-02,,EVChargingStation:BE*TCB*E100278*2,Total Belgium,AC,,,,straatparkeren,Haringrodestraat 52,
492391.013875398,6661388.14782254,210031,Sint-Norbertusstraat,14,Antwerpen,2060,Type2,2023-02-02,,EVChargingStation:BE*TCB*E100276*1,Total Belgium,AC,,,,straatparkeren,Sint-Norbertusstraat 14,
492391.013875398,6661388.14782254,210032,Sint-Norbertusstraat,14,Antwerpen,2060,Type2,2023-02-02,,EVChargingStation:BE*TCB*E100276*2,Total Belgium,AC,,,,straatparkeren,Sint-Norbertusstraat 14,
495124.59376469,6666042.49284254,210033,Laaglandlaan,21,Merksem,2170,Type2,2023-02-09,,EVChargingStation:BE*TCB*E100230*1,Total Belgium,AC,,,,straatparkeren,Laaglandlaan 21,
495124.59376469,6666042.49284254,210034,Laaglandlaan,21,Merksem,2170,Type2,2023-02-09,,EVChargingStation:BE*TCB*E100230*2,Total Belgium,AC,,,,straatparkeren,Laaglandlaan 21,
492852.765794786,6656188.20691531,210035,Vredestraat,148,Berchem,2600,Type2,2023-02-09,,EVChargingStation:BE*TCB*E100359*1,Total Belgium,AC,,,,straatparkeren,Vredestraat 148,
492852.765794786,6656188.20691531,210036,Vredestraat,148,Berchem,2600,Type2,2023-02-09,,EVChargingStation:BE*TCB*E100359*2,Total Belgium,AC,,,,straatparkeren,Vredestraat 148,
492852.765794786,6656188.20691531,210037,Vredestraat,148,Berchem,2600,Type2,2023-02-09,,EVChargingStation:BE*TCB*E100360*1,Total Belgium,AC,,,,straatparkeren,Vredestraat 148,
492852.765794786,6656188.20691531,210038,Vredestraat,148,Berchem,2600,Type2,2023-02-09,,EVChargingStation:BE*TCB*E100360*2,Total Belgium,AC,,,,straatparkeren,Vredestraat 148,
495306.447646955,6658688.45597659,210039,Juul Grietensstraat,32,Borgerhout,2140,Type2,2023-02-09,,EVChargingStation:BE*TCB*E100285*1,Total Belgium,AC,,,,straatparkeren,Juul Grietensstraat 32,
495306.447646955,6658688.45597659,210040,Juul Grietensstraat,32,Borgerhout,2140,Type2,2023-02-09,,EVChargingStation:BE*TCB*E100285*2,Total Belgium,AC,,,,straatparkeren,Juul Grietensstraat 32,
494456.352083455,6660815.86282849,210041,Guldensporenstraat,15,Borgerhout,2140,Type2,2023-02-09,,EVChargingStation:BE*TCB*E100354*1,Total Belgium,AC,,,,straatparkeren,Guldensporenstraat 15,
494456.352083455,6660815.86282849,210042,Guldensporenstraat,15,Borgerhout,2140,Type2,2023-02-09,,EVChargingStation:BE*TCB*E100354*2,Total Belgium,AC,,,,straatparkeren,Guldensporenstraat 15,
495116.469632673,6657876.41810148,210043,De Schans,2,Borgerhout,2140,Type2,2023-02-09,,EVChargingStation:BE*TCB*E100258*1,Total Belgium,AC,,,,straatparkeren,De Schans 2,
495116.469632673,6657876.41810148,210044,De Schans,2,Borgerhout,2140,Type2,2023-02-09,,EVChargingStation:BE*TCB*E100258*2,Total Belgium,AC,,,,straatparkeren,De Schans 2,
492189.727763381,6655806.01886356,210045,Vredestraat,21,Berchem,2600,Type2,2023-02-09,,EVChargingStation:BE*TCB*E100283*1,Total Belgium,AC,,,,straatparkeren,Vredestraat 21,
492189.727763381,6655806.01886356,210046,Vredestraat,21,Berchem,2600,Type2,2023-02-09,,EVChargingStation:BE*TCB*E100283*2,Total Belgium,AC,,,,straatparkeren,Vredestraat 21,
494590.221639836,6656625.30535116,210047,Morpheusstraat,8,Berchem,2600,Type2,2023-02-09,,EVChargingStation:BE*TCB*E100281*1,Total Belgium,AC,,,,straatparkeren,Morpheusstraat 8,
494590.221639836,6656625.30535116,210048,Morpheusstraat,8,Berchem,2600,Type2,2023-02-09,,EVChargingStation:BE*TCB*E100281*2,Total Belgium,AC,,,,straatparkeren,Morpheusstraat 8,
494280.704578957,6656237.67536511,210049,Granaatstraat,5,Berchem,2600,Type2,2023-02-09,,EVChargingStation:BE*TCB*E100280*1,Total Belgium,AC,,,,straatparkeren,Granaatstraat 5,
494280.704578957,6656237.67536511,210050,Granaatstraat,5,Berchem,2600,Type2,2023-02-09,,EVChargingStation:BE*TCB*E100280*2,Total Belgium,AC,,,,straatparkeren,Granaatstraat 5,
493645.694044826,6657406.72052726,210051,Generaal Capiaumontstraat,10,Berchem,2600,Type2,2023-02-15,,EVChargingStation:BE*TCB*E100019*2,Total Belgium,AC,,,,straatparkeren,Generaal Capiaumontstraat 10,
490904.261024553,6661402.38792714,210052,Hessenplein,31,Antwerpen,2000,Type2,2023-02-15,,EVChargingStation:BE*TCB*E100355*1,Total Belgium,AC,,,,straatparkeren,Hessenplein 31,
490904.261024553,6661402.38792714,210053,Hessenplein,31,Antwerpen,2000,Type2,2023-02-15,,EVChargingStation:BE*TCB*E100355*2,Total Belgium,AC,,,,straatparkeren,Hessenplein 31,
494703.657280985,6659804.97079419,210054,Karel Geertsstraat,32,Borgerhout,2140,Type2,2023-02-15,,EVChargingStation:BE*TCB*E100098*1,Total Belgium,AC,,,,straatparkeren,Karel Geertsstraat 32,
494703.657280985,6659804.97079419,210055,Karel Geertsstraat,32,Borgerhout,2140,Type2,2023-02-15,,EVChargingStation:BE*TCB*E100098*2,Total Belgium,AC,,,,straatparkeren,Karel Geertsstraat 32,
494176.77139449,6655637.29185708,210056,Woningenstraat,7,Berchem,2600,Type2,2023-02-15,,EVChargingStation:BE*TCB*E100282*1,Total Belgium,AC,,,,straatparkeren,Woningenstraat 7,
494176.77139449,6655637.29185708,210057,Woningenstraat,7,Berchem,2600,Type2,2023-02-15,,EVChargingStation:BE*TCB*E100282*2,Total Belgium,AC,,,,straatparkeren,Woningenstraat 7,
492424.719291892,6658049.25842722,210058,,,Antwerpen Zuid,2018,Type2,2023-02-15,,EVChargingStation:BE*TCB*E100324*1,Total Belgium,AC,,,,straatparkeren, ,
492424.719291892,6658049.25842722,210059,,,Antwerpen Zuid,2018,Type2,2023-02-15,,EVChargingStation:BE*TCB*E100324*2,Total Belgium,AC,,,,straatparkeren, ,
487007.087939646,6660125.65177459,210060,Edmond de Coussemakerstraat,3,Antwerpen,2050,Type2,2023-02-15,,EVChargingStation:BE*TCB*E100351*1,Total Belgium,AC,,,,straatparkeren,Edmond de Coussemakerstraat 3,
487007.087939646,6660125.65177459,210061,Edmond de Coussemakerstraat,3,Antwerpen,2050,Type2,2023-02-15,,EVChargingStation:BE*TCB*E100351*2,Total Belgium,AC,,,,straatparkeren,Edmond de Coussemakerstraat 3,
492683.383861297,6656976.35733804,210062,Boomgaardstraat,145,Antwerpen,2018,Type2,2023-02-17,,EVChargingStation:BE*TCB*E100361*1,Total Belgium,AC,,,,straatparkeren,Boomgaardstraat 145,
492683.383861297,6656976.35733804,210063,Boomgaardstraat,145,Antwerpen,2018,Type2,2023-02-17,,EVChargingStation:BE*TCB*E100361*2,Total Belgium,AC,,,,straatparkeren,Boomgaardstraat 145,
491712.210921711,6661772.63139927,210064,De Pretstraat,16,Antwerpen Noord,2060,Type2,2023-02-28,,EVChargingStation:BE*TCB*E100277*1,Total Belgium,AC,,,,straatparkeren,De Pretstraat 16,
491712.210921711,6661772.63139927,210065,De Pretstraat,16,Antwerpen Noord,2060,Type2,2023-02-28,,EVChargingStation:BE*TCB*E100277*2,Total Belgium,AC,,,,straatparkeren,De Pretstraat 16,
495652.908853555,6658475.61014037,210066,Te Boelaerlei,11,Borgerhout,2140,Type2,2023-02-28,,EVChargingStation:BE*TCB*E100284*1,Total Belgium,AC,,,,straatparkeren,Te Boelaerlei 11,
495652.908853555,6658475.61014037,210067,Te Boelaerlei,11,Borgerhout,2140,Type2,2023-02-28,,EVChargingStation:BE*TCB*E100284*2,Total Belgium,AC,,,,straatparkeren,Te Boelaerlei 11,
487640.186626206,6655473.31416739,210068,Sint Catharinaplein,null,Antwerpen Kiel,2020,Type2,2023-02-28,,EVChargingStation:BE*TCB*E100362*1,Total Belgium,AC,,,,straatparkeren,Sint Catharinaplein null,
487640.186626206,6655473.31416739,210069,Sint Catharinaplein,null,Antwerpen Kiel,2020,Type2,2023-02-28,,EVChargingStation:BE*TCB*E100362*2,Total Belgium,AC,,,,straatparkeren,Sint Catharinaplein null,
486392.776713869,6654187.33952991,210070,Weerstandlaan,6A,Hoboken,2660,Type2,2023-02-28,,EVChargingStation:BE*TCB*E100205*1,Total Belgium,AC,,,,straatparkeren,Weerstandlaan 6A,
486392.776713869,6654187.33952991,210071,Weerstandlaan,6A,Hoboken,2660,Type2,2023-02-28,,EVChargingStation:BE*TCB*E100205*2,Total Belgium,AC,,,,straatparkeren,Weerstandlaan 6A,
495260.692674355,6661999.80266396,210072,Van Rossumstraat,42,Deurne,2100,Type2,2023-02-28,,EVChargingStation:BE*TCB*E100390*1,Total Belgium,AC,,,,straatparkeren,Van Rossumstraat 42,
495260.692674355,6661999.80266396,210073,Van Rossumstraat,42,Deurne,2100,Type2,2023-02-28,,EVChargingStation:BE*TCB*E100390*2,Total Belgium,AC,,,,straatparkeren,Van Rossumstraat 42,
497197.574059354,6660848.40792589,210074,Boshovestraat,53,Deurne,2100,Type2,2023-02-28,,EVChargingStation:BE*TCB*E100391*1,Total Belgium,AC,,,,straatparkeren,Boshovestraat 53,
497197.574059354,6660848.40792589,210075,Boshovestraat,53,Deurne,2100,Type2,2023-02-28,,EVChargingStation:BE*TCB*E100391*2,Total Belgium,AC,,,,straatparkeren,Boshovestraat 53,
494867.201597592,6662789.86955426,210076,Tweemontstraat,263,Deurne,2100,Type2,2023-02-28,,EVChargingStation:BE*TCB*E100374*1,Total Belgium,AC,,,,straatparkeren,Tweemontstraat 263,
494867.201597592,6662789.86955426,210077,Tweemontstraat,263,Deurne,2100,Type2,2023-02-28,,EVChargingStation:BE*TCB*E100374*2,Total Belgium,AC,,,,straatparkeren,Tweemontstraat 263,
492222.53704907,6670513.4854172,210078,Zuster-Nathaliestraat,1,Ekeren,2180,Type2,2023-03-14,,EVChargingStation:BE*TCB*E100275*1,Total Belgium,AC,,,,straatparkeren,Zuster-Nathaliestraat 1,
492222.53704907,6670513.4854172,210079,Zuster-Nathaliestraat,1,Ekeren,2180,Type2,2023-03-14,,EVChargingStation:BE*TCB*E100275*2,Total Belgium,AC,,,,straatparkeren,Zuster-Nathaliestraat 1,
495687.570258458,6656300.01980978,210080,Vosstraat,37,Borgerhout,2140,Type2,2023-03-14,,EVChargingStation:BE*TCB*E100394*1,Total Belgium,AC,,,,straatparkeren,Vosstraat 37,
495687.570258458,6656300.01980978,210081,Vosstraat,37,Borgerhout,2140,Type2,2023-03-14,,EVChargingStation:BE*TCB*E100394*2,Total Belgium,AC,,,,straatparkeren,Vosstraat 37,
493974.214459216,6658895.88491842,210082,Blijde-Inkomstraat,59,Borgerhout,2140,Type2,2023-03-14,,EVChargingStation:BE*TCB*E100349*1,Total Belgium,AC,,,,straatparkeren,Blijde-Inkomstraat 59,
493974.214459216,6658895.88491842,210083,Blijde-Inkomstraat,59,Borgerhout,2140,Type2,2023-03-14,,EVChargingStation:BE*TCB*E100349*2,Total Belgium,AC,,,,straatparkeren,Blijde-Inkomstraat 59,
495215.837417111,6657185.77455655,210084,Van Hersteenstraat,23,Borgerhout,2140,Type2,2023-03-14,,EVChargingStation:BE*TCB*E100395*1,Total Belgium,AC,,,,straatparkeren,Van Hersteenstraat 23,
495215.837417111,6657185.77455655,210085,Van Hersteenstraat,23,Borgerhout,2140,Type2,2023-03-14,,EVChargingStation:BE*TCB*E100395*2,Total Belgium,AC,,,,straatparkeren,Van Hersteenstraat 23,
496273.801292654,6661291.18073597,210086,Ter heydelaan,33,Deurne,2100,Type2,2023-03-14,,EVChargingStation:BE*TCB*E100366*1,Total Belgium,AC,,,,straatparkeren,Ter heydelaan 33,
496273.801292654,6661291.18073597,210087,Ter heydelaan,33,Deurne,2100,Type2,2023-03-14,,EVChargingStation:BE*TCB*E100366*2,Total Belgium,AC,,,,straatparkeren,Ter heydelaan 33,
498267.79761212,6658542.03837905,210088,Fredegandus van Rielstraat,41,Deurne,2100,Type2,2023-03-14,,EVChargingStation:BE*TCB*E100348*1,Total Belgium,AC,,,,straatparkeren,Fredegandus van Rielstraat 41,
498267.79761212,6658542.03837905,210089,Fredegandus van Rielstraat,41,Deurne,2100,Type2,2023-03-14,,EVChargingStation:BE*TCB*E100348*2,Total Belgium,AC,,,,straatparkeren,Fredegandus van Rielstraat 41,
495098.209401537,6656898.41918737,210090,Spillemansstraat,12,Borgerhout,2140,Type2,2023-03-14,,EVChargingStation:BE*TCB*E100396*1,Total Belgium,AC,,,,straatparkeren,Spillemansstraat 12,
495098.209401537,6656898.41918737,210091,Spillemansstraat,12,Borgerhout,2140,Type2,2023-03-14,,EVChargingStation:BE*TCB*E100396*2,Total Belgium,AC,,,,straatparkeren,Spillemansstraat 12,
496073.630506956,6657502.28374611,210092,De Sevillastraat,76,Deurne,2100,Type2,2023-03-14,,EVChargingStation:BE*TCB*E100368*1,Total Belgium,AC,,,,straatparkeren,De Sevillastraat 76,
496073.630506956,6657502.28374611,210093,De Sevillastraat,76,Deurne,2100,Type2,2023-03-14,,EVChargingStation:BE*TCB*E100368*2,Total Belgium,AC,,,,straatparkeren,De Sevillastraat 76,
493847.82767532,6658438.32939043,210094,Vandenpeereboomstraat,90,Borgerhout,2140,Type2,2023-03-14,,EVChargingStation:BE*TCB*E100392*1,Total Belgium,AC,,,,straatparkeren,Vandenpeereboomstraat 90,
